client_profit_center_id,fiscal_year,month,volume
233,2025,5,1664
234,2022,9,120
234,2024,6,240
235,2022,4,16000
235,2022,5,45600
235,2022,6,47200
235,2022,7,33600
235,2022,8,63200
235,2022,9,13602
235,2022,10,12000
235,2022,11,29600
235,2023,2,3202
235,2023,3,38400
235,2023,4,60104
235,2023,5,20904
235,2023,6,1
235,2023,7,31900
235,2023,8,20700
235,2023,9,68808
235,2023,10,12800
235,2023,11,12006
235,2024,1,35000
235,2024,2,37250
235,2024,3,50700
235,2024,4,41700
235,2024,5,48800
235,2024,6,61510
235,2024,7,65100
235,2024,8,76600
235,2024,9,33450
235,2024,10,97410
235,2024,11,-19500
235,2025,1,11700
235,2025,2,41600
235,2025,3,117655
235,2025,4,147850
235,2025,5,38600
236,2022,4,225600
236,2022,5,321600
236,2022,6,425390
236,2022,7,283200
236,2022,8,408000
236,2022,9,506330
236,2022,10,471840
236,2022,11,289640
236,2023,1,151200
236,2023,2,206930
236,2023,3,211320
236,2023,4,235680
236,2023,5,252000
236,2023,6,355200
236,2023,7,114040
236,2023,8,301000
236,2023,9,172800
236,2023,10,84240
236,2023,11,151320
236,2023,12,78400
236,2024,1,58640
236,2024,2,323440
236,2024,3,494640
236,2024,4,405840
236,2024,5,262831
236,2024,6,379440
236,2024,7,422640
236,2024,8,312240
236,2024,9,163200
236,2024,10,355200
236,2024,11,379200
236,2024,12,158640
236,2025,1,355440
236,2025,2,451440
236,2025,3,398400
236,2025,4,321600
236,2025,5,513840
237,2022,4,254888
237,2022,5,225528
237,2022,6,83520
237,2022,7,366912
237,2022,8,318268
237,2022,9,391426
237,2022,10,282664
237,2022,11,231610
237,2022,12,108316
237,2023,1,216486
237,2023,2,54148
237,2023,3,77282
237,2023,4,78674
237,2023,5,32400
237,2023,6,64224
237,2023,7,79153
237,2023,8,71617
237,2023,9,54336
237,2023,10,107336
237,2023,11,111011
237,2023,12,29280
237,2024,1,67584
237,2024,2,180564
237,2024,3,62496
237,2024,4,87180
237,2024,5,130620
237,2024,6,81004
237,2024,7,82024
237,2024,8,129408
237,2024,9,31680
237,2024,10,89884
237,2024,11,51744
237,2024,12,37680
237,2025,1,71328
237,2025,2,54664
237,2025,3,43440
237,2025,4,39344
237,2025,5,81256
238,2023,9,2
239,2022,4,1000
239,2022,9,500
239,2022,11,500
239,2023,1,500
239,2023,2,500
239,2023,5,1000
239,2023,7,1000
239,2023,10,500
239,2024,5,1000
239,2024,7,1000
239,2025,2,1000
239,2025,4,6000
240,2023,11,114
240,2024,2,76
241,2022,4,306
241,2022,5,1578
241,2022,6,1424
241,2022,7,1190
241,2022,8,748
241,2022,9,1532
241,2022,10,760
241,2022,11,830
241,2022,12,120
241,2023,1,3238
241,2023,2,352
241,2023,3,1742
241,2023,4,290
241,2023,5,506
241,2023,6,460
241,2023,7,478
241,2023,8,1472
241,2023,9,442
241,2023,10,170
241,2023,11,848
241,2023,12,838
241,2024,1,762
241,2024,2,296
241,2024,3,708
241,2024,4,408
241,2024,5,590
241,2024,6,1378
241,2024,7,328
241,2024,8,292
241,2024,9,994
241,2024,10,514
241,2024,11,786
241,2024,12,810
241,2025,1,2496
241,2025,2,596
241,2025,3,1142
241,2025,4,280
241,2025,5,1232
242,2023,6,1
242,2023,9,2
242,2023,11,70
242,2024,3,1
242,2024,5,3
242,2025,5,1
243,2022,4,37600
243,2022,7,72200
243,2022,8,0
243,2022,11,54000
243,2023,1,86400
243,2023,6,46400
243,2023,10,11700
243,2024,1,21200
243,2024,2,29800
243,2024,4,34600
243,2024,5,36400
243,2024,7,23000
243,2024,9,42600
243,2025,1,39000
243,2025,3,49800
243,2025,5,27800
244,2025,1,122
245,2022,9,700
245,2023,1,380
245,2023,2,80
245,2023,11,180
246,2022,4,500
246,2022,7,790
246,2022,11,400
246,2023,3,1080
246,2023,9,770
246,2024,2,1480
246,2024,7,1640
246,2025,3,920
954,2022,12,68368
954,2023,1,92672
954,2023,2,109560
247,2022,4,51424
247,2022,5,64478
247,2022,6,41186
247,2022,7,57980
247,2022,8,44002
247,2022,9,33514
247,2022,10,36484
247,2022,11,40736
247,2022,12,33052
247,2023,1,34700
247,2023,2,56284
247,2023,3,46849
247,2023,4,26638
247,2023,5,40448
247,2023,6,36474
247,2023,7,42576
247,2023,8,36762
247,2023,9,27588
247,2023,10,50998
247,2023,11,46608
247,2023,12,17292
247,2024,1,30342
247,2024,2,39846
247,2024,3,39402
247,2024,4,30086
247,2024,5,33420
247,2024,6,36694
247,2024,7,34532
247,2024,8,30220
247,2024,9,22232
247,2024,10,29712
247,2024,11,28814
247,2024,12,17014
247,2025,1,39232
247,2025,2,31946
247,2025,3,42216
247,2025,4,29538
247,2025,5,31266
248,2024,1,76
249,2022,4,5400
249,2022,5,2400
249,2022,6,18300
249,2022,7,16800
249,2022,8,4800
249,2022,9,5400
249,2022,10,5400
249,2022,11,1800
249,2022,12,4800
249,2023,1,600
249,2023,2,5100
249,2023,3,13200
249,2023,4,2700
249,2023,5,5100
249,2023,6,7200
249,2023,7,5700
249,2023,8,2700
249,2023,9,7500
249,2023,10,8100
249,2023,11,2400
249,2024,1,5100
249,2024,2,2400
249,2024,3,2400
249,2024,4,2400
249,2024,5,4800
249,2024,6,4800
249,2024,7,2400
249,2024,8,4800
249,2024,9,2700
249,2024,10,4800
249,2024,11,7200
249,2024,12,2400
249,2025,1,2400
249,2025,2,4800
249,2025,3,4800
249,2025,4,4800
249,2025,5,4800
250,2025,2,392
250,2025,5,336
251,2024,1,320
252,2022,5,124
252,2022,8,32
252,2022,10,8
252,2022,11,48
252,2022,12,388
252,2023,2,192
252,2023,3,220
252,2023,4,80
252,2023,10,32
252,2023,11,184
252,2023,12,184
252,2024,1,120
252,2024,3,108
252,2024,7,76
252,2024,10,108
252,2024,12,232
252,2025,1,32
252,2025,2,48
252,2025,3,144
252,2025,4,124
253,2023,1,6336
253,2023,10,6720
253,2025,4,4
253,2025,5,6336
254,2022,4,133625
254,2022,5,144625
254,2022,6,96625
254,2022,7,184875
254,2022,8,158125
254,2022,9,180250
254,2022,10,131250
254,2022,11,123250
254,2022,12,129625
254,2023,1,132375
254,2023,2,73000
254,2023,3,13500
254,2023,5,40500
254,2023,6,69750
254,2023,7,79125
254,2023,8,109000
254,2023,9,26750
254,2023,10,49500
254,2023,11,159500
254,2023,12,32500
254,2024,1,55000
254,2024,2,47650
254,2024,3,80500
254,2024,4,104125
254,2024,5,46625
254,2024,6,107250
254,2024,7,143875
254,2024,8,103975
254,2024,9,98000
254,2024,10,31375
254,2024,11,65375
254,2024,12,18250
254,2025,1,73250
254,2025,2,32250
254,2025,3,96750
254,2025,4,118000
254,2025,5,69500
255,2022,6,22920
255,2022,9,20160
255,2022,10,23440
255,2022,11,22130
255,2023,2,23490
255,2023,5,20460
255,2023,8,21450
255,2023,10,20720
255,2023,12,20630
255,2024,1,22740
255,2024,2,18710
255,2024,8,22350
255,2024,11,21500
255,2024,12,19120
255,2025,2,19400
255,2025,3,19990
256,2022,4,6400
256,2022,5,2000
256,2022,6,1000
256,2022,7,1000
256,2022,8,1000
256,2023,5,1000
256,2023,6,6400
256,2023,10,1000
256,2024,4,1000
256,2024,5,1000
256,2024,6,1000
256,2024,7,1000
256,2024,10,1000
256,2025,1,5400
256,2025,3,1000
256,2025,5,2000
1006,2022,12,48
257,2022,4,35476
257,2022,5,37108
257,2022,6,21438
257,2022,7,31018
257,2022,8,19254
257,2022,9,23438
257,2022,10,25690
257,2022,11,25550
257,2022,12,14922
257,2023,1,31358
257,2023,2,13058
257,2023,3,34788
257,2023,4,25780
257,2023,5,27848
257,2023,6,11996
257,2023,7,26832
257,2023,8,18088
257,2023,9,16940
257,2023,10,19154
257,2023,11,27302
257,2023,12,11824
257,2024,1,21428
257,2024,2,16860
257,2024,3,7568
257,2024,4,15252
257,2024,5,11500
257,2024,6,10558
257,2024,7,11054
257,2024,8,14046
257,2024,9,21250
257,2024,10,20142
257,2024,11,22344
257,2024,12,2232
257,2025,1,15290
257,2025,2,39968
257,2025,3,14410
257,2025,4,15540
257,2025,5,19282
258,2023,8,0
259,2022,11,108
259,2023,1,0
259,2023,8,80
260,2023,10,20
261,2024,5,5100
261,2024,9,10200
261,2025,3,10200
262,2022,4,100350
262,2022,5,204550
262,2022,6,89900
262,2022,7,152450
262,2022,8,94800
262,2022,9,112200
262,2022,10,99200
262,2022,11,123100
262,2022,12,102000
262,2023,1,101000
262,2023,2,151800
262,2023,3,268600
262,2023,4,100200
262,2023,5,206200
262,2023,6,60800
262,2023,7,82500
262,2023,8,33300
262,2023,9,18800
262,2023,11,24900
263,2022,7,80
263,2023,6,60
263,2025,4,140
264,2022,8,1
264,2023,9,2
264,2023,12,2505
264,2024,1,32600
264,2024,4,32602
264,2024,5,19200
264,2024,8,19200
264,2024,10,38400
264,2025,1,19200
264,2025,3,12800
265,2022,4,48
265,2022,7,20
265,2023,12,44
265,2024,2,48
265,2024,4,72
265,2024,6,20
266,2022,9,232
266,2024,11,320
267,2023,10,1
268,2022,4,17030
268,2022,5,8500
268,2022,7,17920
268,2022,8,2000
268,2022,9,1280
268,2022,10,3120
268,2022,11,17940
268,2023,1,560
268,2023,2,10500
268,2023,3,5760
268,2023,4,2370
268,2023,5,7440
268,2023,6,3720
268,2023,7,15360
268,2023,9,1460
268,2023,10,1260
268,2023,11,10140
268,2024,1,8460
268,2024,2,1320
268,2024,3,4480
268,2024,5,18500
268,2024,6,2240
268,2024,7,560
268,2024,8,720
268,2024,9,15790
268,2024,10,720
268,2024,11,14660
268,2025,1,1260
268,2025,4,18460
268,2025,5,560
269,2024,3,400
270,2022,4,10800
270,2022,5,10400
270,2022,7,19800
270,2022,8,6120
270,2022,9,9240
270,2022,10,7200
270,2022,11,360
270,2022,12,7080
270,2023,1,44280
270,2023,2,18720
270,2023,3,10080
270,2023,4,2520
270,2023,5,3000
270,2023,7,1440
270,2023,8,6080
270,2023,10,14400
270,2023,11,5400
270,2023,12,8920
270,2024,1,7920
270,2024,2,1440
270,2024,3,5760
270,2024,4,9360
270,2024,5,15120
270,2024,7,12060
270,2024,8,6120
270,2024,9,16920
270,2024,10,2520
270,2024,11,2520
270,2024,12,6120
270,2025,2,13560
270,2025,3,6480
270,2025,5,5040
1007,2022,12,0
271,2022,4,1200
271,2022,7,1200
271,2022,8,1200
271,2023,1,1200
271,2024,3,1200
271,2024,4,1200
271,2025,3,2400
272,2022,4,36240
272,2022,5,50510
272,2022,6,36680
272,2022,7,45380
272,2022,8,32220
272,2022,9,29190
272,2022,10,39200
272,2022,11,27920
272,2022,12,11600
272,2023,1,35850
272,2023,2,25590
272,2023,3,41930
272,2023,4,24530
272,2023,5,24060
272,2023,6,31000
272,2023,7,20060
272,2023,8,14880
272,2023,9,28780
272,2023,10,32210
272,2023,11,22200
272,2023,12,13320
272,2024,1,16800
272,2024,2,25660
272,2024,3,28580
272,2024,4,24880
272,2024,5,25250
272,2024,6,22240
272,2024,7,25680
272,2024,8,21240
272,2024,9,25710
272,2024,10,31520
272,2024,11,27670
272,2024,12,11340
272,2025,1,14950
272,2025,2,26560
272,2025,3,29050
272,2025,4,28310
272,2025,5,26080
273,2022,4,21590
273,2022,5,16480
273,2022,6,14830
273,2022,7,26960
273,2022,8,22070
273,2022,9,12960
273,2022,10,15560
273,2022,11,16770
273,2022,12,3250
273,2023,1,11400
273,2023,2,13170
273,2023,3,16850
273,2023,4,12600
273,2023,5,14140
273,2023,6,9690
273,2023,7,20410
273,2023,8,12620
273,2023,9,12830
273,2023,10,12750
273,2023,11,11580
273,2023,12,5210
273,2024,1,8620
273,2024,2,12680
273,2024,3,10010
273,2024,4,11190
273,2024,5,11600
273,2024,6,10310
273,2024,7,15660
273,2024,8,7070
273,2024,9,10370
273,2024,10,11070
273,2024,11,11340
273,2024,12,3100
273,2025,1,13780
273,2025,2,10740
273,2025,3,8870
273,2025,4,10320
273,2025,5,11690
274,2022,4,30460
274,2022,5,26630
274,2022,6,38370
274,2022,7,32560
274,2022,8,17330
274,2022,9,13720
274,2022,10,19250
274,2022,11,13310
274,2022,12,3120
274,2023,1,20920
274,2023,2,33180
274,2023,3,21250
274,2023,4,18670
274,2023,5,11740
274,2023,6,20010
274,2023,7,25990
274,2023,8,15780
274,2023,9,7480
274,2023,10,10370
274,2023,11,15400
274,2023,12,4240
274,2024,1,29990
274,2024,2,15180
274,2024,3,19120
274,2024,4,23240
274,2024,5,7020
274,2024,6,19810
274,2024,7,20100
274,2024,8,13580
274,2024,9,17660
274,2024,10,20300
274,2024,11,3600
274,2024,12,3750
274,2025,1,17010
274,2025,2,18240
274,2025,3,20400
274,2025,4,18020
274,2025,5,28210
1008,2022,4,420
275,2022,4,1730
275,2022,5,870
275,2022,6,650
275,2022,7,2230
275,2022,8,80
275,2022,9,900
275,2022,10,1530
275,2022,11,1910
275,2022,12,720
275,2023,1,840
275,2023,2,680
275,2023,3,1970
275,2023,4,700
275,2023,5,1230
275,2023,6,1840
275,2023,7,1400
275,2023,8,1820
275,2023,9,1700
275,2023,10,720
275,2023,11,2350
275,2023,12,40
275,2024,1,1470
275,2024,2,1080
275,2024,3,1140
275,2024,5,1740
275,2024,6,320
275,2024,7,2090
275,2024,8,2470
275,2024,9,1050
275,2024,10,2770
275,2024,11,1190
275,2024,12,2620
275,2025,1,120
275,2025,2,1340
275,2025,3,3250
275,2025,4,1670
275,2025,5,1500
276,2022,4,7400
276,2022,5,320
276,2022,8,90
276,2022,10,15500
276,2023,3,80
276,2023,4,160
276,2023,5,4490
276,2023,8,720
276,2023,10,1080
276,2024,2,2120
276,2024,4,2020
276,2024,5,460
276,2024,6,1540
276,2024,7,360
276,2024,8,720
276,2024,9,1020
276,2024,10,760
276,2024,11,420
277,2022,4,57800
277,2022,5,84240
277,2022,6,86160
277,2022,7,36080
277,2022,8,2240
277,2022,9,29320
277,2022,10,31080
277,2022,12,4120
277,2023,1,6960
277,2023,8,23000
277,2023,9,11400
277,2023,10,45280
277,2023,11,9280
277,2023,12,1800
277,2024,1,11360
277,2024,2,14600
277,2024,3,38480
277,2024,4,14720
277,2024,5,34400
277,2024,6,11680
277,2024,7,9600
277,2024,8,4320
277,2024,9,17600
277,2024,10,21000
277,2025,1,10520
277,2025,3,10880
277,2025,4,1280
277,2025,5,2700
278,2022,7,21600
278,2022,8,21600
278,2022,11,21600
278,2023,4,21600
278,2023,7,21600
278,2023,11,21600
278,2024,2,21600
278,2024,7,21600
278,2025,1,21600
279,2022,4,120
279,2022,5,1040
279,2022,6,390
279,2022,10,100
279,2023,1,450
279,2023,3,630
279,2023,5,330
279,2024,4,240
279,2024,5,120
280,2023,7,600
281,2022,6,4800
281,2023,6,5760
282,2022,4,1000
282,2022,7,2080
282,2022,11,1700
282,2023,3,980
282,2023,9,1310
282,2024,2,1400
282,2024,7,1460
282,2025,3,1340
283,2022,4,81010
283,2022,5,122510
283,2022,6,43940
283,2022,7,65500
283,2022,8,71700
283,2022,9,65250
283,2022,10,70300
283,2022,11,60630
283,2022,12,45460
283,2023,1,53460
283,2023,2,79520
283,2023,3,55940
283,2023,4,45810
283,2023,5,76760
283,2023,6,82660
283,2023,7,42440
283,2023,8,52650
283,2023,9,57850
283,2023,10,44410
283,2023,11,70770
283,2023,12,15570
283,2024,1,41430
283,2024,2,73074
283,2024,3,71748
283,2024,4,56954
283,2024,5,71824
283,2024,6,70205
283,2024,7,65578
283,2024,8,52746
283,2024,9,36882
283,2024,10,74994
283,2024,11,47748
283,2024,12,40292
283,2025,1,56228
283,2025,2,55484
283,2025,3,80110
283,2025,4,66334
283,2025,5,42108
284,2022,4,14200
284,2022,5,22160
284,2022,6,20360
284,2022,7,8120
284,2022,8,10800
284,2022,9,4480
284,2022,10,9840
284,2022,11,4620
284,2022,12,5400
284,2023,1,12600
284,2023,2,7900
284,2023,3,22440
284,2023,4,4620
284,2023,5,13320
284,2023,6,8280
284,2023,7,14760
284,2023,8,10800
284,2023,9,8280
284,2023,10,18360
284,2023,11,18000
284,2023,12,360
284,2024,1,22840
284,2024,2,12960
284,2024,3,21600
284,2024,4,4320
284,2024,5,15280
284,2024,6,15120
284,2024,7,8080
284,2024,8,13320
284,2024,9,6840
284,2024,10,20880
284,2024,11,19440
284,2024,12,13320
284,2025,1,5760
284,2025,2,12760
284,2025,3,9360
284,2025,4,15120
284,2025,5,14040
285,2023,7,460
286,2023,7,0
286,2023,9,400
287,2022,11,3000
287,2023,4,6000
287,2023,5,6000
287,2023,8,6000
287,2023,10,6000
287,2024,1,6000
287,2024,2,6000
287,2024,4,9000
287,2024,5,3000
287,2024,7,3000
288,2022,4,8000
288,2022,7,20000
288,2022,8,12000
288,2022,11,10000
288,2023,1,8000
288,2023,2,10000
288,2023,6,8000
288,2023,7,8000
288,2024,1,8000
288,2024,2,8000
288,2024,3,8000
288,2024,5,8000
288,2024,7,16000
288,2024,12,8000
288,2025,2,8000
288,2025,4,8000
289,2022,6,650
289,2022,7,990
289,2023,3,1370
289,2023,9,1190
289,2023,10,180
289,2024,3,1010
290,2022,4,36220
290,2022,5,2100
290,2022,6,340
290,2022,7,1200
290,2022,8,3940
290,2022,9,22320
290,2022,10,1830
290,2022,11,5880
290,2022,12,15480
290,2023,2,14560
290,2023,3,9020
290,2023,4,14400
290,2023,5,30
290,2023,6,2090
290,2023,7,18720
290,2023,9,670
290,2023,10,1470
290,2023,11,3980
290,2023,12,15140
290,2024,1,17460
290,2024,2,3240
290,2024,3,2040
290,2024,4,3530
290,2024,5,0
290,2024,6,16420
290,2024,7,3270
290,2024,8,3340
290,2024,9,2750
290,2024,10,2700
290,2024,11,16460
290,2024,12,0
290,2025,1,6640
290,2025,2,2640
290,2025,3,29180
290,2025,4,4320
290,2025,5,640
291,2022,4,0
291,2022,5,0
291,2022,6,0
291,2022,7,0
291,2022,8,0
291,2022,9,0
291,2022,10,0
291,2022,11,0
291,2022,12,0
291,2023,1,0
291,2023,2,0
291,2023,3,0
291,2023,4,0
291,2023,5,0
291,2023,6,0
291,2023,7,0
291,2023,8,0
291,2023,9,0
291,2023,10,0
291,2023,11,0
291,2023,12,0
291,2024,1,0
291,2024,2,0
291,2024,3,0
291,2024,4,0
291,2024,5,0
291,2024,6,0
291,2024,7,0
291,2024,8,0
291,2024,9,0
291,2024,10,0
291,2024,11,0
291,2024,12,0
291,2025,1,0
291,2025,2,0
291,2025,3,0
291,2025,4,0
291,2025,5,0
1009,2022,10,30
292,2022,8,1800
292,2022,12,1800
292,2023,4,5040
292,2023,7,1440
292,2023,9,4320
292,2023,10,7200
292,2024,1,1800
292,2024,2,6480
292,2024,4,11880
292,2024,5,6480
292,2024,9,6480
292,2024,11,6480
292,2025,1,10800
292,2025,4,6480
293,2022,6,12960
293,2022,11,12960
293,2023,4,12960
293,2024,2,12960
293,2024,8,12960
293,2025,1,12960
293,2025,5,12960
294,2022,4,73159
294,2022,5,70820
294,2022,6,65840
294,2022,7,48879
294,2022,8,54019
294,2022,9,58711
294,2022,10,56528
294,2022,11,59599
294,2022,12,32330
294,2023,1,56350
294,2023,2,52109
294,2023,3,67240
294,2023,4,55759
294,2023,5,63180
294,2023,6,58490
294,2023,7,52500
294,2023,8,44450
294,2023,9,50270
294,2023,10,50469
294,2023,11,58449
294,2023,12,-47560
294,2024,1,73649
294,2024,2,42430
294,2024,3,25550
294,2024,4,39330
294,2024,5,38190
294,2024,6,54569
294,2024,7,40999
294,2024,8,39600
294,2024,9,41640
294,2024,10,43159
294,2024,11,33910
294,2024,12,19760
294,2025,1,46780
294,2025,2,52510
294,2025,3,36120
294,2025,4,42449
294,2025,5,36250
295,2022,4,15760
295,2022,5,14400
295,2022,6,21520
295,2022,7,15840
295,2022,8,7600
295,2022,9,14400
295,2022,10,12800
295,2022,11,11760
295,2022,12,21360
295,2023,1,3280
295,2023,2,23480
295,2023,3,17760
295,2023,4,14000
295,2023,5,8640
295,2023,6,14800
295,2023,7,6800
295,2023,8,6240
295,2023,9,15040
295,2023,10,4800
295,2023,11,6720
295,2023,12,9200
295,2024,1,11520
295,2024,2,14800
295,2024,3,7200
295,2024,4,13680
295,2024,5,5680
295,2024,7,9600
295,2024,8,10480
295,2024,9,5520
295,2024,10,9160
295,2024,11,3680
295,2025,1,16400
295,2025,2,6240
295,2025,3,5960
295,2025,4,13920
295,2025,5,6240
1010,2022,5,320
296,2022,5,6200
296,2022,8,5350
296,2023,2,2000
296,2023,4,3000
296,2023,7,2100
296,2023,9,5200
296,2024,2,4800
296,2024,3,2400
296,2024,7,1500
296,2025,2,2500
297,2022,8,5600
297,2023,2,1000
297,2023,9,2000
297,2024,2,1200
297,2024,7,1500
297,2025,2,4300
298,2022,4,64250
298,2022,5,94350
298,2022,6,75975
298,2022,7,51075
298,2022,8,39175
298,2022,9,61850
298,2022,10,8950
298,2023,1,15500
298,2023,2,18000
298,2023,3,19850
298,2023,4,17000
298,2023,5,17750
298,2023,6,26300
298,2023,7,6000
298,2023,8,3950
298,2023,9,12100
298,2023,10,10750
298,2023,11,7250
298,2023,12,7250
298,2024,1,18500
298,2024,2,24000
298,2024,3,11000
298,2024,4,16750
298,2024,5,11000
298,2024,6,5625
298,2024,7,6000
298,2024,8,7250
298,2024,9,16700
298,2024,10,24000
298,2024,12,8500
298,2025,3,21750
298,2025,4,28375
298,2025,5,8125
299,2022,6,4800
299,2022,10,11950
299,2023,3,3600
299,2023,4,17400
299,2023,5,500
299,2023,8,3550
299,2023,9,3600
299,2023,12,3600
299,2024,4,7150
299,2024,5,3600
299,2024,6,3600
299,2024,8,3600
299,2024,9,1500
299,2024,10,3600
299,2025,2,6750
299,2025,3,8700
299,2025,4,7150
299,2025,5,5050
300,2022,4,105400
300,2022,5,58080
300,2022,6,146128
300,2022,7,267065
300,2022,8,171864
300,2022,9,135675
300,2022,10,184230
300,2022,11,51479
300,2022,12,13200
300,2023,1,36695
300,2023,2,32568
300,2023,3,19216
300,2023,4,15944
300,2023,5,11880
300,2023,6,19984
300,2023,7,11855
300,2023,8,18455
300,2023,9,264
300,2023,10,11880
300,2023,11,19350
300,2024,1,19500
300,2024,2,42080
300,2024,3,19400
300,2024,4,31875
300,2024,5,16104
300,2024,6,23760
300,2024,8,34584
300,2024,9,19800
300,2024,11,4224
300,2024,12,12145
300,2025,2,21782
300,2025,3,19250
300,2025,4,14784
300,2025,5,30360
301,2022,4,75100
301,2022,5,89650
301,2022,6,32300
301,2022,7,67950
301,2022,8,69200
301,2022,9,34250
301,2022,10,16900
301,2022,11,38850
301,2023,1,33950
301,2023,2,39350
301,2023,3,55850
301,2023,4,71450
301,2023,5,15800
301,2023,6,16200
301,2023,7,27500
301,2023,8,12000
301,2023,9,32550
301,2023,10,2400
301,2023,11,8150
301,2024,1,6600
301,2024,2,2450
301,2024,3,6150
301,2024,4,5700
301,2025,4,1950
302,2023,3,36450
302,2023,8,54200
302,2023,9,100
302,2023,11,19775
302,2024,3,11250
303,2022,4,119250
303,2022,5,118625
303,2022,6,55500
303,2022,7,51300
303,2022,8,192300
303,2022,9,72525
303,2022,10,73150
303,2022,11,330650
303,2022,12,27000
303,2023,1,67100
303,2023,2,122650
303,2023,3,106200
303,2023,4,80200
303,2023,5,74600
303,2023,6,107600
303,2023,7,129100
303,2023,8,141650
303,2023,9,59750
303,2023,10,60950
303,2023,11,31300
303,2023,12,26300
303,2024,1,92900
303,2024,2,105050
303,2024,3,191750
303,2024,4,223450
303,2024,5,98600
303,2024,6,99025
303,2024,7,301050
303,2024,8,120650
303,2024,9,193900
303,2024,10,154400
303,2024,11,104600
303,2024,12,8650
303,2025,1,186050
303,2025,2,119650
303,2025,3,235850
303,2025,4,270600
303,2025,5,208850
304,2023,5,10000
305,2022,11,2500
305,2023,5,2500
305,2024,6,2500
1011,2022,7,34850
1011,2022,8,32150
1011,2022,9,2200
306,2022,4,38400
306,2022,7,33900
306,2022,12,35700
306,2023,4,38400
306,2023,7,38500
306,2023,10,40800
306,2024,5,40800
306,2024,10,37800
306,2025,4,35700
306,2025,5,35700
307,2022,5,12800
307,2022,6,51150
307,2022,7,17750
307,2022,8,35850
307,2022,10,12800
307,2022,11,22500
307,2022,12,51350
307,2023,1,23850
307,2023,2,20800
307,2023,3,5600
307,2023,4,18150
307,2023,5,5450
307,2023,6,29500
307,2023,7,10800
307,2023,8,12650
307,2023,9,36550
307,2023,10,24450
307,2023,11,13450
307,2024,2,5700
307,2024,3,17600
307,2024,4,4750
307,2024,6,5600
307,2024,7,5600
307,2024,8,49000
307,2024,10,48100
307,2024,11,8750
307,2025,1,60600
307,2025,2,16050
307,2025,3,42125
307,2025,4,11000
307,2025,5,43500
308,2023,9,300
309,2022,5,150
309,2023,1,300
309,2024,3,200
309,2024,8,150
309,2025,5,150
310,2022,4,450
310,2022,8,600
310,2023,1,300
310,2024,1,150
310,2024,3,240
310,2024,7,240
310,2025,1,150
310,2025,3,390
310,2025,5,150
311,2022,4,4150
311,2022,5,2500
311,2022,6,2400
311,2022,7,1000
311,2022,10,1000
311,2022,11,3400
311,2023,1,3600
311,2023,5,2200
311,2023,6,3650
311,2023,8,4500
311,2023,10,3900
311,2023,12,2400
311,2024,2,4100
311,2024,4,1500
311,2024,5,3620
311,2024,6,100
311,2024,7,1100
311,2024,8,2400
311,2024,9,1000
311,2024,10,1500
311,2024,11,4050
311,2024,12,1000
311,2025,2,1000
311,2025,3,2600
311,2025,4,1500
311,2025,5,1190
312,2022,6,2080
312,2022,8,2616
312,2022,9,2500
312,2022,10,3000
312,2023,1,0
312,2023,2,2416
312,2023,5,1800
312,2023,10,520
312,2023,11,1000
312,2024,2,2624
312,2024,4,3000
312,2024,5,3560
312,2024,7,4330
312,2024,8,3000
312,2024,10,2020
312,2024,11,1000
312,2025,2,4096
312,2025,3,3120
312,2025,4,1560
312,2025,5,2000
313,2022,4,31437
313,2022,5,31800
313,2022,6,17532
313,2022,7,13837
313,2022,8,19300
313,2022,9,17825
313,2022,10,13975
313,2022,11,14000
313,2022,12,42750
313,2023,1,14325
313,2023,2,16225
313,2023,3,19663
313,2023,4,15012
313,2023,5,15827
313,2023,6,3812
313,2023,7,9500
313,2023,8,8362
313,2023,9,8062
313,2023,10,10925
313,2023,11,13875
313,2023,12,4275
313,2024,1,7387
313,2024,2,6576
313,2024,3,3387
313,2024,4,12162
313,2024,5,4637
313,2024,6,3975
313,2024,7,8700
313,2024,8,6687
313,2024,9,2662
313,2024,10,10512
313,2024,11,3137
313,2024,12,7726
313,2025,1,15687
313,2025,2,10975
313,2025,3,7412
313,2025,4,8350
313,2025,5,1850
314,2022,4,11400
314,2022,5,8660
314,2022,6,7600
314,2022,7,6800
314,2022,8,6000
314,2022,9,2000
314,2022,10,13600
314,2022,11,7400
314,2022,12,7350
314,2023,1,6750
314,2023,2,11000
314,2023,3,6500
314,2023,4,17950
314,2023,5,7750
314,2023,6,14600
314,2023,7,9200
314,2023,9,11200
314,2023,10,8600
314,2023,11,9550
314,2024,1,16000
314,2024,2,7400
314,2024,3,7560
314,2024,4,1200
314,2024,5,5000
314,2024,7,5400
956,2022,8,1500
956,2022,10,1800
956,2025,4,200
956,2025,5,400
315,2022,4,6540
315,2022,5,8468
315,2022,6,3660
315,2022,7,2472
315,2022,8,5080
315,2022,9,7120
315,2022,11,2700
315,2023,1,2540
315,2023,2,2000
315,2023,3,4940
315,2023,4,2708
315,2023,5,4640
315,2023,6,4060
315,2023,7,2188
315,2023,9,8240
315,2023,10,2248
315,2023,11,3520
315,2024,1,1120
315,2024,2,8220
315,2024,3,2400
315,2024,4,1500
315,2024,5,5192
315,2024,6,312
315,2024,7,1040
315,2024,8,520
315,2024,9,6512
315,2024,10,1120
315,2024,11,1940
315,2024,12,2660
315,2025,1,800
315,2025,2,3000
315,2025,3,5580
