client_profit_center_id,fiscal_year,month,volume
500,2025,5,4549
501,2023,11,46
502,2022,4,263
502,2022,5,861
502,2022,6,1462
502,2022,7,1053
502,2022,8,1028
502,2022,9,959
502,2022,10,1934
502,2022,11,2349
502,2022,12,1102
502,2023,1,1081
502,2023,2,1397
502,2023,3,2223
502,2023,4,2920
502,2023,5,1256
502,2023,6,1427
502,2023,7,1332
502,2023,8,1404
502,2023,9,1428
502,2023,10,935
502,2023,11,2337
502,2023,12,1609
502,2024,1,1855
502,2024,2,980
502,2024,3,1627
502,2024,4,1019
502,2024,5,960
502,2024,6,880
502,2024,7,1935
502,2024,8,1657
502,2024,9,1497
502,2024,10,1821
502,2024,11,1649
502,2024,12,1428
502,2025,1,504
502,2025,2,1357
502,2025,3,1536
502,2025,4,474
502,2025,5,2049
503,2024,3,8624
503,2024,5,20076
503,2024,6,19348
503,2024,7,32270
503,2024,8,17039
503,2024,9,19236
503,2024,10,10486
503,2024,11,23968
503,2024,12,10500
503,2025,1,16548
503,2025,2,19054
503,2025,3,16898
503,2025,4,15700
503,2025,5,13720
504,2022,4,22610
504,2022,5,8080
504,2022,6,8496
504,2022,7,1330
504,2022,8,448
504,2022,11,2842
504,2022,12,518
504,2023,1,0
504,2023,2,6680
504,2023,5,1862
504,2023,6,3012
504,2023,9,826
504,2023,10,5408
504,2023,11,5696
504,2024,1,11200
504,2024,2,12516
504,2024,3,4046
504,2024,4,14246
504,2024,5,3698
504,2024,6,10988
504,2024,7,4582
504,2024,8,1472
504,2024,9,9533
504,2024,10,1086
504,2024,11,2282
504,2024,12,630
504,2025,1,4053
504,2025,2,1950
504,2025,3,1387
504,2025,4,12544
504,2025,5,1890
505,2024,9,873
505,2024,10,907
505,2025,1,990
505,2025,2,918
506,2024,5,2851
506,2024,6,1464
506,2024,7,7112
506,2024,8,1156
506,2024,10,894
506,2024,11,1098
506,2024,12,1974
506,2025,1,4704
506,2025,2,2240
506,2025,3,0
507,2022,10,142
507,2023,1,36
507,2023,2,166
507,2023,11,70
508,2025,3,30
508,2025,5,4270
509,2022,4,166
509,2022,11,90
509,2023,3,126
509,2023,9,126
509,2024,2,132
510,2022,4,5782
510,2022,5,8344
510,2022,6,13134
510,2022,7,14042
510,2022,8,11018
510,2022,9,20188
510,2022,10,44338
510,2022,11,23968
510,2022,12,14350
510,2023,1,39466
510,2023,2,34650
510,2023,3,10682
510,2023,4,14952
510,2023,7,9996
510,2023,8,15092
510,2023,9,10668
510,2023,10,29554
510,2023,11,9688
510,2023,12,14784
510,2024,1,16450
510,2024,2,10556
510,2024,5,6524
510,2024,6,9520
510,2024,7,588
510,2024,8,19698
510,2024,9,13468
510,2024,10,19418
510,2024,11,9758
510,2024,12,19348
510,2025,1,4998
510,2025,2,2184
510,2025,3,6580
510,2025,4,3710
510,2025,5,6468
511,2022,4,21336
511,2022,5,17766
511,2022,6,21789
511,2022,7,20442
511,2022,8,19290
511,2022,9,15794
511,2022,10,23694
511,2022,11,25795
511,2022,12,11126
511,2023,1,36440
511,2023,2,30508
511,2023,3,23678
511,2023,4,16641
511,2023,5,23660
511,2023,6,15875
511,2023,7,19753
511,2023,8,20130
511,2023,9,19558
511,2023,10,29440
511,2023,11,26040
511,2023,12,10990
511,2024,1,30560
511,2024,2,27720
511,2024,3,20444
511,2024,4,22257
511,2024,5,34388
511,2024,6,80066
511,2024,7,4308
511,2024,8,4484
511,2024,9,9183
511,2024,10,15702
511,2024,11,27329
511,2024,12,20795
511,2025,1,27928
511,2025,2,19269
511,2025,3,36397
511,2025,4,28708
511,2025,5,28887
512,2023,1,252
512,2023,11,120
1028,2022,10,252
1028,2023,1,-252
513,2023,9,40
513,2023,10,0
514,2022,5,659
514,2022,6,100
514,2022,7,275
514,2022,8,629
514,2022,9,75
514,2022,10,654
514,2022,12,1875
514,2023,1,715
514,2023,2,2928
514,2023,3,2764
514,2023,4,2524
514,2023,5,672
514,2023,7,795
514,2023,9,373
514,2023,10,354
514,2023,12,2656
514,2024,1,128
514,2024,2,401
514,2024,4,596
514,2024,5,81
514,2024,6,691
514,2024,7,1231
514,2024,8,126
514,2024,10,553
514,2024,11,164
514,2024,12,795
514,2025,1,1920
514,2025,2,96
514,2025,3,1442
514,2025,4,446
515,2025,2,36
516,2022,4,32880
516,2022,5,1648
516,2022,6,12594
516,2022,7,13134
516,2022,8,12013
516,2022,9,9408
516,2022,10,19233
516,2022,11,19796
516,2022,12,13492
516,2023,1,21338
516,2023,2,5025
516,2023,3,7537
516,2023,4,11889
516,2023,5,12430
516,2023,6,10542
516,2023,7,10468
516,2023,8,21029
516,2023,9,11104
516,2023,10,10648
516,2023,11,19082
516,2023,12,12306
516,2024,1,9920
516,2024,2,19573
516,2024,3,18397
516,2024,4,10864
516,2024,5,19222
516,2024,6,534
516,2024,7,21313
516,2024,8,12867
516,2024,9,823
516,2024,10,20715
516,2024,11,9823
516,2024,12,1330
516,2025,1,14212
516,2025,2,13652
516,2025,3,8472
516,2025,4,7108
516,2025,5,8156
517,2023,8,96
517,2023,9,25
518,2022,4,190
518,2022,5,353
518,2022,6,1567
518,2022,7,263
518,2022,8,149
518,2022,9,923
518,2022,10,1468
518,2022,11,1499
518,2022,12,1087
518,2023,1,322
518,2023,2,838
518,2023,3,889
518,2023,4,200
518,2023,5,140
518,2023,6,746
518,2023,7,742
518,2023,8,1225
518,2023,9,478
518,2023,10,1839
518,2023,11,1190
518,2023,12,1180
518,2024,1,2479
518,2024,2,1077
518,2024,3,2216
518,2024,5,617
518,2024,6,89
518,2024,7,462
518,2024,8,2323
518,2024,9,251
518,2024,10,1860
518,2024,11,1279
518,2024,12,2074
518,2025,1,3298
518,2025,2,1336
518,2025,3,2008
518,2025,4,1538
518,2025,5,1119
519,2024,8,36
519,2025,4,448
519,2025,5,-34
1029,2022,4,66
520,2025,1,28
520,2025,2,0
520,2025,5,33
521,2022,6,35
521,2022,12,35
521,2023,7,35
521,2023,10,36
521,2024,3,35
521,2024,7,35
521,2024,8,42
521,2025,4,28
522,2024,11,27
523,2022,4,23
523,2022,5,7
523,2022,7,14
523,2022,9,3
523,2022,11,18
523,2023,1,18
523,2023,5,15
523,2023,8,3
523,2023,9,10
523,2023,10,65
523,2023,11,24
523,2023,12,18
523,2024,3,11
523,2024,7,11
523,2024,8,8
523,2024,10,12
523,2024,11,7
523,2024,12,18
523,2025,1,17
523,2025,4,14
523,2025,5,3
524,2022,4,39
524,2022,5,7
524,2022,6,69
524,2022,7,27
524,2022,8,7
524,2022,9,14
524,2022,10,34
524,2022,11,10
524,2023,1,19
524,2023,2,29
524,2023,3,74
524,2023,4,40
524,2023,6,27
524,2023,7,72
524,2023,9,48
524,2023,11,12
524,2024,1,18
524,2024,2,17
524,2024,3,19
524,2024,4,4
524,2024,5,26
524,2024,6,31
524,2024,7,66
524,2024,8,94
524,2024,9,14
524,2024,10,12
524,2024,11,10
524,2025,1,19
524,2025,3,44
524,2025,4,42
524,2025,5,10
525,2022,4,70
525,2022,5,408
525,2022,6,383
525,2022,7,196
525,2022,8,315
525,2022,9,453
525,2022,10,148
525,2022,11,193
525,2022,12,50
525,2023,1,154
525,2023,2,259
525,2023,3,201
525,2023,4,420
525,2023,5,197
525,2023,6,268
525,2023,7,199
525,2023,8,125
525,2023,9,141
525,2023,10,257
525,2023,11,96
525,2023,12,42
525,2024,1,72
525,2024,2,114
525,2024,3,67
525,2024,4,276
525,2024,5,208
525,2024,6,166
525,2024,7,277
525,2024,8,116
525,2024,9,240
525,2024,10,65
525,2024,11,101
525,2024,12,83
525,2025,1,158
525,2025,2,244
525,2025,3,182
525,2025,4,199
525,2025,5,141
526,2022,4,38
526,2022,5,20
526,2022,6,23
526,2022,7,8
526,2022,8,80
526,2022,9,195
526,2022,10,36
526,2022,11,71
526,2022,12,43
526,2023,1,33
526,2023,3,4
526,2023,4,67
526,2023,5,33
526,2023,6,33
526,2023,7,34
526,2023,8,162
526,2023,9,80
526,2023,10,85
526,2023,11,30
526,2023,12,20
526,2024,1,11
526,2024,2,41
526,2024,3,44
526,2024,4,34
526,2024,5,24
526,2024,6,20
526,2024,7,56
526,2024,8,68
526,2024,9,24
526,2024,10,155
526,2024,11,136
526,2024,12,0
526,2025,1,156
526,2025,2,84
526,2025,3,275
526,2025,4,105
526,2025,5,93
527,2022,9,15
527,2023,4,38
527,2023,6,14
527,2023,7,0
527,2023,8,2
527,2023,9,71
527,2023,11,6
527,2024,3,40
527,2024,5,8
527,2024,6,0
527,2024,9,6
527,2025,3,8
527,2025,4,29
527,2025,5,45
528,2022,4,130
528,2022,5,214
528,2022,6,285
528,2022,7,1
528,2022,8,291
528,2022,9,10
528,2022,10,47
528,2022,11,2
528,2022,12,5
528,2023,1,52
528,2023,2,64
528,2023,3,97
528,2023,4,49
528,2023,5,19
528,2023,6,58
528,2023,7,116
528,2023,8,7
528,2023,9,74
528,2023,10,81
528,2023,11,117
528,2023,12,54
528,2024,2,13
528,2024,3,29
528,2024,4,21
528,2024,5,4
528,2024,6,206
528,2024,8,218
528,2025,3,130
528,2025,4,29
528,2025,5,107
529,2023,5,18
529,2024,5,152
529,2024,6,99
529,2024,7,111
529,2024,8,17
529,2024,9,297
529,2024,10,230
529,2024,11,121
529,2024,12,32
529,2025,1,265
529,2025,2,536
529,2025,3,100
529,2025,4,300
529,2025,5,171
530,2022,6,70
530,2022,10,51
530,2023,4,79
530,2023,5,29
530,2023,6,28
530,2023,7,47
530,2023,8,111
530,2023,9,80
530,2023,11,0
530,2024,3,21
531,2024,4,0
532,2024,9,0
533,2022,4,25
533,2022,5,70
533,2022,6,60
533,2022,7,47
533,2022,8,47
533,2022,9,40
533,2022,10,55
533,2022,11,39
533,2022,12,30
533,2023,1,4
533,2023,2,2
533,2023,3,2
533,2023,4,15
533,2023,5,5
533,2023,6,2
533,2023,7,54
533,2023,8,43
533,2023,9,49
533,2023,10,89
533,2023,11,42
533,2023,12,26
533,2024,1,4
533,2024,2,5
533,2024,3,1
533,2024,4,3
533,2024,5,1
533,2024,6,3
533,2024,8,30
533,2024,9,71
533,2024,10,26
533,2024,11,55
533,2024,12,49
533,2025,1,1
533,2025,2,1
533,2025,3,5
533,2025,4,1
533,2025,5,11
534,2025,3,18
534,2025,4,14
1030,2022,10,30
1030,2022,11,24
535,2022,5,24
535,2023,9,15
535,2023,11,3
535,2024,6,5
535,2024,7,6
961,2025,4,30
536,2024,7,1060
537,2022,9,80
537,2022,10,236
537,2023,4,11
537,2024,4,10
537,2024,5,72
537,2024,6,64
537,2024,9,111
537,2024,10,237
537,2024,11,181
537,2024,12,54
537,2025,1,36
537,2025,3,213
537,2025,5,22
538,2023,3,8
538,2023,10,104
539,2024,2,137
539,2024,4,372
539,2024,5,20
539,2025,3,52
1031,2025,5,48
540,2024,5,45
540,2024,9,45
1032,2022,4,734
1032,2022,5,1186
1032,2022,6,1026
1032,2022,7,452
1032,2022,8,238
1032,2022,9,514
1032,2022,10,343
1032,2022,11,502
1032,2022,12,68
1032,2023,1,88
1032,2023,2,257
1032,2023,3,145
541,2022,4,5146
541,2022,5,5797
541,2022,6,3697
541,2022,7,4428
541,2022,8,4276
541,2022,9,5713
541,2022,10,5471
541,2022,11,4335
541,2022,12,639
541,2023,1,321
541,2023,2,1648
541,2023,3,4798
541,2023,4,5058
541,2023,5,5542
541,2023,6,6622
541,2023,7,4515
541,2023,8,5626
541,2023,9,8043
541,2023,10,6449
541,2023,11,2490
541,2023,12,88
541,2024,1,103
541,2024,2,704
541,2024,3,3768
541,2024,4,3010
541,2024,5,3007
541,2024,6,3284
541,2024,7,2523
541,2024,8,2072
541,2024,9,2977
541,2024,10,3181
541,2024,11,1746
541,2024,12,217
541,2025,1,57
541,2025,2,850
541,2025,3,3693
541,2025,4,4314
541,2025,5,3963
542,2022,4,705
542,2022,5,1406
542,2022,6,686
542,2022,7,172
542,2022,8,263
542,2022,9,432
542,2022,10,1049
542,2022,11,345
542,2022,12,86
542,2023,1,691
542,2023,3,259
542,2023,7,181
542,2023,8,444
542,2023,9,86
542,2023,10,1173
542,2023,11,1137
542,2023,12,177
543,2022,4,25
543,2022,5,41
543,2022,6,28
543,2022,11,45
543,2023,7,40
543,2024,9,71
543,2025,3,56
543,2025,4,86
544,2024,5,8
544,2024,6,4
544,2024,9,1
544,2024,11,7
544,2025,4,1
962,2023,1,21
545,2024,12,79
546,2022,4,7
546,2022,5,129
546,2022,6,0
546,2022,7,4
546,2022,8,13
546,2022,10,6
546,2023,2,2
546,2023,3,4
546,2023,4,14
546,2023,9,0
546,2024,3,89
546,2024,5,0
546,2024,6,0
546,2024,8,3
546,2024,11,15
546,2024,12,15
546,2025,3,18
547,2024,6,0
547,2024,7,0
548,2022,4,41
548,2022,5,13
548,2022,8,17
548,2022,10,21
548,2022,11,21
548,2023,2,117
548,2023,3,44
548,2023,5,8
548,2023,6,15
548,2023,8,9
548,2023,9,100
548,2023,10,74
548,2024,2,28
548,2024,3,45
548,2024,6,82
548,2024,7,5
548,2024,11,38
548,2025,2,22
548,2025,4,9
548,2025,5,6
549,2024,3,0
549,2024,8,8
549,2024,9,0
550,2024,11,8
551,2024,10,288
551,2024,11,97
551,2025,2,3
551,2025,4,12
552,2024,12,181
552,2025,1,0
552,2025,2,77
552,2025,3,481
553,2022,6,2
553,2022,7,10
553,2022,9,31
553,2022,11,67
553,2023,1,3
553,2023,3,54
553,2023,4,10
553,2023,6,16
553,2023,7,29
553,2023,8,0
553,2023,9,15
553,2023,10,25
553,2023,11,18
553,2024,4,2
553,2024,8,107
553,2024,9,44
553,2024,10,22
553,2024,11,52
553,2024,12,72
553,2025,1,55
553,2025,2,43
553,2025,4,0
554,2022,10,0
554,2022,11,11
554,2023,3,0
554,2023,7,0
554,2023,12,73
554,2024,10,85
554,2024,11,28
555,2022,9,6
555,2023,2,0
555,2023,5,8
555,2023,7,3
555,2023,10,4
555,2024,4,1
555,2024,6,9
555,2025,1,8
555,2025,5,0
1033,2022,10,23
556,2022,4,14
556,2022,6,14
556,2022,7,14
556,2022,9,28
556,2022,11,14
556,2023,2,14
556,2023,3,14
556,2023,5,14
556,2023,6,14
556,2023,9,14
556,2023,10,14
556,2023,12,14
556,2024,1,14
556,2024,4,14
556,2024,6,14
556,2024,7,14
556,2024,9,14
556,2024,12,14
556,2025,3,14
557,2022,4,246
557,2022,5,95
557,2022,6,24
557,2022,7,20
557,2022,8,59
557,2022,9,42
557,2022,10,113
557,2022,11,33
557,2022,12,3
557,2023,3,72
557,2023,4,71
557,2023,6,13
557,2023,7,66
557,2023,8,102
557,2023,9,94
557,2023,10,143
557,2023,11,169
557,2023,12,2
557,2024,1,0
557,2024,2,91
557,2024,3,105
557,2024,4,648
557,2024,5,145
557,2024,6,6
557,2024,7,216
557,2024,8,688
557,2024,9,634
557,2024,10,235
557,2024,11,264
557,2024,12,73
557,2025,2,76
557,2025,3,169
557,2025,4,313
557,2025,5,4
558,2024,9,21
558,2024,10,27
558,2024,11,15
558,2025,2,16
558,2025,5,16
559,2025,3,76
559,2025,4,70
1035,2025,5,0
560,2022,4,2258
560,2022,5,1941
560,2022,6,2043
560,2022,7,1021
560,2022,8,793
560,2022,9,625
560,2022,10,1096
560,2022,11,1088
560,2022,12,145
560,2023,1,307
560,2023,2,1014
560,2023,3,1238
560,2023,4,1658
560,2023,5,1423
560,2023,6,1743
560,2023,7,1539
560,2023,8,392
560,2023,9,2102
560,2023,10,1140
560,2023,11,1688
560,2023,12,199
560,2024,1,483
560,2024,2,1038
560,2024,3,1430
560,2024,4,1277
560,2024,5,1491
560,2024,6,641
560,2024,7,554
560,2024,8,510
560,2024,9,1579
560,2024,10,1392
560,2024,11,1034
560,2024,12,292
560,2025,1,256
560,2025,2,1939
560,2025,3,1655
560,2025,4,1857
560,2025,5,1799
561,2022,4,22
561,2022,5,44
561,2022,6,18
561,2022,7,5
561,2022,9,250
561,2022,10,19
561,2022,11,3
561,2023,2,11
561,2023,3,14
561,2023,5,22
561,2023,6,116
561,2023,7,64
561,2023,8,44
561,2023,9,82
561,2023,10,5
561,2023,12,0
561,2024,1,8
561,2024,2,3
561,2024,4,12
561,2024,5,6
561,2024,6,33
561,2024,8,5
562,2022,4,138
562,2022,5,191
562,2022,6,194
562,2022,7,146
562,2022,8,54
562,2022,9,142
562,2022,10,43
562,2022,11,84
562,2023,1,166
562,2023,2,97
562,2023,3,103
562,2023,4,27
562,2023,5,71
562,2023,6,184
562,2023,7,23
562,2023,8,94
562,2023,9,75
562,2023,10,86
562,2023,11,83
562,2023,12,44
562,2024,1,102
562,2024,2,37
562,2024,3,51
562,2024,4,117
562,2024,5,88
562,2024,6,161
562,2024,7,58
562,2024,8,114
562,2024,9,79
562,2024,10,176
562,2024,11,93
562,2024,12,44
562,2025,1,129
562,2025,2,147
562,2025,3,122
562,2025,4,58
562,2025,5,155
563,2023,5,5
564,2024,3,18
565,2022,5,30
565,2022,7,34
565,2022,9,16
565,2023,1,11
565,2023,4,21
565,2023,7,26
565,2023,10,0
565,2023,11,16
565,2024,1,3
565,2024,5,10
565,2024,6,10
565,2024,7,9
565,2024,9,10
565,2024,10,10
565,2025,2,23
565,2025,4,10
566,2022,6,6
566,2022,8,5
566,2022,10,5
566,2023,1,5
566,2023,2,5
566,2023,3,5
566,2023,4,5
566,2023,7,10
566,2023,10,5
566,2023,11,15
566,2024,3,5
566,2024,4,6
566,2024,5,5
566,2024,6,5
566,2024,7,5
566,2024,9,4
566,2024,11,9
566,2025,2,4
566,2025,4,9
567,2025,2,95
568,2024,6,4
1036,2022,10,25
1037,2022,5,27
1038,2022,5,1
1038,2022,6,0
1038,2022,9,0
1039,2022,4,211
569,2022,4,243
569,2022,5,88
569,2022,6,249
569,2022,7,81
569,2022,8,161
569,2022,9,80
569,2022,10,302
569,2022,11,444
569,2022,12,0
569,2023,1,191
569,2023,2,153
569,2023,3,240
569,2023,4,482
569,2023,5,385
569,2023,6,401
569,2023,7,322
569,2023,9,29
569,2023,10,80
569,2023,11,74
569,2024,1,24
569,2024,2,67
569,2024,3,42
569,2024,4,108
569,2024,5,83
569,2024,6,81
569,2024,8,201
569,2024,9,71
569,2024,11,162
569,2024,12,41
569,2025,2,103
569,2025,3,57
569,2025,4,282
569,2025,5,120
570,2025,2,8
571,2022,4,78
571,2022,5,79
571,2022,6,183
571,2022,8,0
571,2022,9,91
571,2022,12,91
571,2023,3,0
571,2023,4,91
571,2023,5,91
571,2023,7,0
571,2023,10,0
571,2023,11,183
571,2024,1,91
571,2024,2,91
571,2024,4,91
571,2024,6,91
571,2024,8,91
571,2024,11,91
572,2023,11,129
572,2024,4,162
572,2024,5,230
572,2024,6,0
572,2024,7,0
572,2024,8,50
572,2024,9,154
572,2024,10,65
572,2024,11,5
573,2023,1,1
573,2023,2,0
573,2025,4,14
574,2024,6,3
575,2022,8,26
575,2023,7,4
575,2023,9,1
575,2023,11,10
575,2023,12,3
575,2024,5,32
575,2024,10,16
575,2025,5,10
576,2022,4,51
576,2022,10,201
576,2023,3,216
576,2023,4,144
576,2023,5,144
576,2023,6,51
576,2023,7,144
576,2023,8,123
576,2023,12,72
576,2024,2,72
576,2024,3,196
576,2024,8,72
576,2024,10,139
576,2025,1,72
576,2025,4,144
577,2022,9,37
577,2022,10,40
577,2022,11,85
577,2022,12,81
577,2023,2,81
577,2023,4,57
577,2023,5,162
577,2023,6,30
577,2023,7,67
577,2023,8,33
577,2023,9,94
577,2023,11,43
577,2023,12,84
577,2024,5,162
577,2024,7,81
577,2024,8,3
577,2024,9,243
577,2024,10,81
577,2024,11,81
577,2025,3,47
577,2025,4,50
578,2023,9,53
578,2024,4,77
578,2024,6,13
578,2024,8,5
578,2024,9,10
578,2024,11,61
578,2025,2,175
578,2025,3,184
578,2025,5,238
1040,2022,11,30
579,2022,5,7
579,2022,6,32
579,2022,7,1
579,2022,8,8
579,2022,9,27
579,2022,10,110
579,2022,11,15
579,2023,5,11
579,2023,6,4
579,2023,7,2
579,2023,9,27
579,2023,10,47
579,2023,11,45
579,2024,1,8
579,2024,2,2
579,2024,3,0
579,2024,4,11
579,2024,5,6
579,2024,8,34
579,2024,9,5
579,2024,10,30
579,2024,11,12
579,2024,12,2
579,2025,3,4
579,2025,4,8
579,2025,5,5
580,2022,4,345
580,2022,5,348
580,2024,7,41
580,2024,8,62
581,2023,2,424
581,2023,3,309
581,2023,4,720
581,2023,5,979
581,2023,6,854
581,2023,7,648
581,2023,8,596
581,2023,9,1060
581,2023,10,519
581,2023,11,449
581,2023,12,185
581,2024,1,264
581,2024,2,1204
581,2024,3,1321
581,2024,4,436
581,2024,5,272
581,2024,6,469
581,2024,7,245
581,2024,8,248
581,2024,9,718
581,2024,10,731
581,2024,11,319
581,2025,1,548
581,2025,2,394
581,2025,3,746
581,2025,4,217
581,2025,5,201
582,2022,5,2
582,2023,2,2
582,2023,3,2
582,2023,11,1
582,2024,5,0
582,2024,8,1
582,2024,12,0
583,2022,4,496
583,2022,5,632
583,2022,6,1020
583,2022,7,1220
583,2022,8,791
583,2022,9,430
583,2022,10,626
583,2022,11,412
583,2022,12,242
583,2023,1,402
583,2023,2,438
583,2023,3,229
583,2023,4,169
583,2023,5,78
583,2023,6,125
583,2023,7,288
583,2023,8,135
583,2023,9,165
583,2023,10,152
583,2023,11,138
583,2024,1,282
583,2024,2,221
583,2024,3,112
583,2024,4,128
583,2024,5,200
583,2024,6,241
583,2024,7,7
583,2024,9,82
583,2024,10,138
583,2024,11,83
583,2024,12,146
583,2025,1,128
583,2025,2,148
583,2025,3,510
583,2025,4,182
583,2025,5,342
584,2024,9,37
584,2025,2,10
585,2022,4,5
585,2023,8,2
586,2023,3,10
586,2023,6,4
586,2023,7,23
586,2023,9,6
586,2024,11,1
587,2022,9,78
587,2024,9,17
587,2025,3,60
587,2025,4,5
587,2025,5,109
588,2022,4,6
588,2022,6,32
588,2022,7,6
588,2023,2,9
588,2023,3,10
588,2023,9,2
588,2024,3,17
588,2024,12,8
588,2025,2,7
589,2023,9,22
590,2022,5,208
590,2022,6,39
590,2022,7,29
590,2022,8,52
590,2022,9,92
590,2022,10,44
590,2022,11,66
590,2022,12,7
590,2023,1,10
590,2023,2,71
590,2023,3,177
590,2023,4,29
590,2023,5,64
590,2023,6,54
590,2023,7,6
590,2023,8,102
590,2023,9,122
590,2023,10,84
590,2023,11,49
590,2024,2,42
590,2024,3,4
590,2024,4,32
590,2024,6,1
590,2024,7,171
590,2024,8,52
590,2024,9,55
590,2024,10,77
590,2024,11,9
590,2024,12,8
590,2025,2,2
590,2025,3,14
590,2025,4,17
590,2025,5,102
591,2022,6,0
591,2024,11,1
592,2022,4,187
592,2022,5,208
592,2022,6,253
592,2022,7,190
592,2022,8,320
592,2022,9,263
592,2022,10,205
592,2022,11,121
592,2022,12,62
592,2023,1,133
592,2023,2,110
592,2023,3,247
592,2023,4,238
592,2023,5,162
592,2023,6,257
592,2023,7,182
592,2023,8,118
592,2023,9,109
592,2023,10,163
592,2023,11,172
592,2023,12,63
592,2024,1,131
592,2024,2,104
592,2024,3,94
592,2024,4,177
592,2024,5,114
592,2024,6,119
592,2024,7,175
592,2024,8,123
592,2024,9,121
592,2024,10,245
592,2024,11,179
592,2024,12,65
592,2025,1,47
592,2025,2,132
592,2025,3,172
592,2025,4,182
592,2025,5,60
593,2022,6,49
593,2022,7,8
593,2022,11,4
593,2023,4,118
594,2024,10,24
594,2025,2,39
594,2025,4,41
594,2025,5,16
595,2022,10,15
595,2023,5,14
595,2024,3,86
595,2024,10,13
595,2024,12,26
595,2025,2,11
595,2025,4,30
596,2023,6,16
596,2023,9,16
597,2024,6,36
598,2023,10,10
598,2024,10,4
599,2022,8,112
599,2022,9,0
599,2024,9,106
599,2024,12,73
599,2025,1,55
600,2024,9,19
600,2025,1,14
600,2025,2,22
600,2025,3,7
1042,2025,5,45
601,2024,2,83
601,2024,5,94
601,2024,6,74
602,2022,4,11
602,2022,7,0
602,2022,9,2
602,2022,10,0
602,2022,12,1
602,2023,3,6
602,2023,4,2
602,2023,6,1
602,2023,9,9
602,2023,10,3
602,2024,2,45
602,2024,3,26
602,2024,4,16
602,2024,8,3
602,2024,9,2
602,2024,10,1
602,2024,11,8
602,2024,12,1
602,2025,4,2
603,2022,4,3
603,2022,5,5
603,2022,7,10
603,2023,1,5
603,2023,2,8
603,2023,3,5
603,2023,5,5
603,2023,7,5
603,2023,10,3
603,2024,2,5
603,2024,4,5
603,2024,5,3
604,2023,2,22
604,2023,6,0
604,2023,10,17
605,2022,5,55
605,2022,6,2
605,2022,7,131
605,2022,8,43
605,2022,9,60
605,2022,10,14
605,2022,11,10
605,2022,12,18
605,2023,2,14
605,2023,3,23
605,2023,4,3
605,2023,5,6
605,2023,6,37
605,2023,7,6
605,2023,11,22
605,2025,5,6
606,2022,4,14
606,2022,7,1
606,2022,10,2
606,2023,3,114
606,2023,5,17
606,2023,6,35
606,2024,4,25
606,2024,6,9
606,2024,7,19
606,2024,8,4
606,2024,12,43
606,2025,2,34
606,2025,3,45
606,2025,4,93
607,2023,1,364
607,2023,9,96
607,2023,10,500
607,2023,11,27
607,2024,1,30
607,2024,7,69
607,2024,11,264
607,2025,1,76
608,2025,1,65
608,2025,2,25
608,2025,5,108
609,2022,9,2
609,2023,8,42
609,2023,9,31
609,2023,10,6
609,2024,1,4
609,2024,2,2
609,2024,4,26
609,2024,6,7
609,2024,7,46
609,2024,8,10
609,2024,9,18
609,2024,10,12
609,2024,11,25
609,2024,12,7
609,2025,1,94
609,2025,2,80
609,2025,3,95
609,2025,4,20
609,2025,5,4
610,2023,10,1
610,2024,7,17
610,2024,8,16
610,2024,11,2
610,2025,1,3
610,2025,3,9
610,2025,4,20
610,2025,5,6
611,2022,6,17
611,2022,9,10
611,2023,8,14
612,2022,6,7
612,2022,11,17
612,2023,11,6
612,2024,8,15
612,2024,10,6
612,2025,1,3
612,2025,2,0
612,2025,5,8
613,2022,4,223
613,2022,5,75
613,2022,7,148
613,2022,9,74
613,2022,11,74
613,2022,12,74
613,2023,1,148
613,2023,2,74
613,2023,3,74
613,2023,4,74
613,2023,5,74
613,2023,7,74
613,2023,8,148
613,2023,10,149
613,2023,12,74
613,2024,1,74
613,2024,4,223
613,2024,5,74
613,2024,6,74
613,2024,7,74
613,2024,10,149
613,2024,11,74
613,2024,12,74
613,2025,2,74
613,2025,3,74
613,2025,4,74
1044,2023,2,0
614,2022,4,108
614,2022,5,373
614,2022,6,198
614,2022,7,70
614,2022,9,289
614,2022,10,253
614,2022,11,59
614,2022,12,42
614,2023,2,257
614,2023,3,395
614,2023,4,230
614,2023,5,45
614,2023,6,109
614,2023,7,50
614,2023,8,234
614,2023,9,45
614,2023,10,129
614,2023,11,182
614,2023,12,45
614,2024,2,29
614,2024,3,103
614,2024,5,254
614,2024,6,377
614,2024,7,37
614,2024,8,243
614,2024,9,29
614,2024,10,138
614,2024,11,28
614,2024,12,39
614,2025,4,209
614,2025,5,202
615,2022,7,16
615,2022,8,33
615,2022,9,33
615,2023,1,1
615,2023,2,5
615,2024,2,4
615,2024,3,5
615,2024,5,16
615,2024,8,4
615,2024,9,16
615,2024,10,5
615,2025,1,1
615,2025,5,1
1045,2022,10,23
616,2024,12,15
617,2022,11,18
617,2024,4,16
618,2024,10,17
618,2024,12,2
618,2025,5,1
619,2024,12,44
619,2025,1,24
619,2025,2,0
619,2025,3,13
1046,2022,11,83
1047,2022,7,3
1047,2022,9,3
620,2024,11,9
621,2022,4,341
621,2022,5,1219
621,2022,6,427
621,2022,7,216
621,2022,8,54
621,2022,9,174
621,2022,10,414
621,2022,11,243
621,2022,12,7
621,2023,1,63
621,2023,2,75
621,2023,3,452
621,2023,4,171
621,2023,5,328
621,2023,6,282
