ID,ClientProfitCenterID,BudgetMonth,BudgetYear,Amount
3549,992,12,2024,0
3550,992,1,2025,0
3551,992,2,2025,0
3552,992,3,2025,0
3553,992,4,2025,0
3554,992,5,2025,0
3555,992,6,2025,0
3556,992,7,2025,0
3557,992,8,2025,0
3558,992,9,2025,0
3559,992,10,2025,0
3560,992,11,2025,0
3561,992,12,2025,0
3562,992,1,2026,0
3563,992,2,2026,0
3564,992,3,2026,0
3565,104,1,2024,0
3566,104,2,2024,0
3567,104,3,2024,0
3568,104,4,2024,0
3569,104,5,2024,0
3570,104,6,2024,0
3571,104,7,2024,0
3572,104,8,2024,0
3573,104,9,2024,0
3574,104,10,2024,0
3575,104,11,2024,0
3576,104,12,2024,0
3577,104,1,2025,0
3578,104,2,2025,0
3579,104,3,2025,0
3580,104,4,2025,0
3581,104,5,2025,0
3582,104,6,2025,0
3583,104,7,2025,0
3584,104,8,2025,0
3585,104,9,2025,0
3586,104,10,2025,0
3587,104,11,2025,0
3588,104,12,2025,0
3589,104,1,2026,0
3590,104,2,2026,0
3591,104,3,2026,0
3592,125,1,2024,0
3593,125,2,2024,0
3594,125,3,2024,0
3595,125,4,2024,0
3596,125,5,2024,0
3597,125,6,2024,0
3598,125,7,2024,0
3599,125,8,2024,0
3600,125,9,2024,0
3601,125,10,2024,0
3602,125,11,2024,0
3603,125,12,2024,0
3604,125,1,2025,0
3605,125,2,2025,0
3606,125,3,2025,0
3607,125,4,2025,0
3608,125,5,2025,0
3609,125,6,2025,0
3610,125,7,2025,0
3611,125,8,2025,0
3612,125,9,2025,0
3613,125,10,2025,0
3614,125,11,2025,0
3615,125,12,2025,0
3616,125,1,2026,0
3617,125,2,2026,0
3618,125,3,2026,0
3619,71,1,2024,0
3620,71,2,2024,0
3621,71,3,2024,0
3622,71,4,2024,0
3623,71,5,2024,0
3624,71,6,2024,0
3625,71,7,2024,0
3626,71,8,2024,0
3627,71,9,2024,0
3628,71,10,2024,0
3629,71,11,2024,0
3630,71,12,2024,0
3631,71,1,2025,0
3632,71,2,2025,0
3633,71,3,2025,0
3634,71,4,2025,2
3635,71,5,2025,2
3636,71,6,2025,2
3637,71,7,2025,2
3638,71,8,2025,2
3639,71,9,2025,2
3640,71,10,2025,2
3641,71,11,2025,2
3642,71,12,2025,1
3643,71,1,2026,2
3644,71,2,2026,2
3645,71,3,2026,2
3646,127,1,2024,0
3647,127,2,2024,0
3648,127,3,2024,0
3649,127,4,2024,0
3650,127,5,2024,0
3651,127,6,2024,0
3652,127,7,2024,0
3653,127,8,2024,0
3654,127,9,2024,0
3655,127,10,2024,0
3656,127,11,2024,0
3657,127,12,2024,0
3658,127,1,2025,0
3659,127,2,2025,0
3660,127,3,2025,0
3661,127,4,2025,6
3662,127,5,2025,7
3663,127,6,2025,7
3664,127,7,2025,7
3665,127,8,2025,6
3666,127,9,2025,8
3667,127,10,2025,8
3668,127,11,2025,7
3669,127,12,2025,3
3670,127,1,2026,6
3671,127,2,2026,6
3672,127,3,2026,8
3673,1,1,2024,0
3674,1,2,2024,0
3675,1,3,2024,0
3676,1,4,2024,0
3677,1,5,2024,0
3678,1,6,2024,0
3679,1,7,2024,0
3680,1,8,2024,0
3681,1,9,2024,0
3682,1,10,2024,0
3683,1,11,2024,0
3684,1,12,2024,0
3685,1,1,2025,0
3686,1,2,2025,0
3687,1,3,2025,0
3688,1,4,2025,1
3689,1,5,2025,1
3690,1,6,2025,1
3691,1,7,2025,1
3692,1,8,2025,1
3693,1,9,2025,1
3694,1,10,2025,1
3695,1,11,2025,1
3696,1,12,2025,1
3697,1,1,2026,1
3698,1,2,2026,1
3699,1,3,2026,2
3700,54,1,2024,0
3701,54,2,2024,0
3702,54,3,2024,0
3703,54,4,2024,0
3704,54,5,2024,0
3705,54,6,2024,0
3706,54,7,2024,0
3707,54,8,2024,0
3708,54,9,2024,0
3709,54,10,2024,0
3710,54,11,2024,0
3711,54,12,2024,0
3712,54,1,2025,0
3713,54,2,2025,0
3714,54,3,2025,0
3715,54,4,2025,8
3716,54,5,2025,8
3717,54,6,2025,9
3718,54,7,2025,9
3719,54,8,2025,7
3720,54,9,2025,10
3721,54,10,2025,9
3722,54,11,2025,9
3723,54,12,2025,4
3724,54,1,2026,7
3725,54,2,2026,8
3726,54,3,2026,10
3727,97,1,2024,0
3728,97,2,2024,0
3729,97,3,2024,0
3730,97,4,2024,0
3731,97,5,2024,0
3732,97,6,2024,0
3733,97,7,2024,0
3734,97,8,2024,0
3735,97,9,2024,0
3736,97,10,2024,0
3737,97,11,2024,0
3738,97,12,2024,0
3739,97,1,2025,0
3740,97,2,2025,0
3741,97,3,2025,0
3742,97,4,2025,0
3743,97,5,2025,0
3744,97,6,2025,0
3745,97,7,2025,0
3746,97,8,2025,0
3747,97,9,2025,0
3748,97,10,2025,0
3749,97,11,2025,0
3750,97,12,2025,0
3751,97,1,2026,0
3752,97,2,2026,0
3753,97,3,2026,0
3754,64,1,2024,0
3755,64,2,2024,0
3756,64,3,2024,0
3757,64,4,2024,0
3758,64,5,2024,0
3759,64,6,2024,0
3760,64,7,2024,0
3761,64,8,2024,0
3762,64,9,2024,0
3763,64,10,2024,0
3764,64,11,2024,0
3765,64,12,2024,0
3766,64,1,2025,0
3767,64,2,2025,0
3768,64,3,2025,0
3769,64,4,2025,0
3770,64,5,2025,0
3771,64,6,2025,0
3772,64,7,2025,0
3773,64,8,2025,0
3774,64,9,2025,0
3775,64,10,2025,0
3776,64,11,2025,0
3777,64,12,2025,0
3778,64,1,2026,0
3779,64,2,2026,0
3780,64,3,2026,0
3781,108,1,2024,0
3782,108,2,2024,0
3783,108,3,2024,0
3784,108,4,2024,0
3785,108,5,2024,0
3786,108,6,2024,0
3787,108,7,2024,0
3788,108,8,2024,0
3789,108,9,2024,0
3790,108,10,2024,0
3791,108,11,2024,0
3792,108,12,2024,0
3793,108,1,2025,0
3794,108,2,2025,0
3795,108,3,2025,0
3796,108,4,2025,0
3797,108,5,2025,0
3798,108,6,2025,0
3799,108,7,2025,0
3800,108,8,2025,0
3801,108,9,2025,0
3802,108,10,2025,0
3803,108,11,2025,0
3804,108,12,2025,0
3805,108,1,2026,0
3806,108,2,2026,0
3807,108,3,2026,0
3808,34,1,2024,0
3809,34,2,2024,0
3810,34,3,2024,0
3811,34,4,2024,0
3812,34,5,2024,0
3813,34,6,2024,0
3814,34,7,2024,0
3815,34,8,2024,0
3816,34,9,2024,0
3817,34,10,2024,0
3818,34,11,2024,0
3819,34,12,2024,0
3820,34,1,2025,0
3821,34,2,2025,0
3822,34,3,2025,0
3823,34,4,2025,58
3824,34,5,2025,64
3825,34,6,2025,67
3826,34,7,2025,68
3827,34,8,2025,56
3828,34,9,2025,73
3829,34,10,2025,71
3830,34,11,2025,68
3831,34,12,2025,31
3832,34,1,2026,53
3833,34,2,2026,59
3834,34,3,2026,77
3835,149,1,2024,0
3836,149,2,2024,0
3837,149,3,2024,0
3838,149,4,2024,0
3839,149,5,2024,0
3840,149,6,2024,0
3841,149,7,2024,0
3842,149,8,2024,0
3843,149,9,2024,0
3844,149,10,2024,0
3845,149,11,2024,0
3846,149,12,2024,0
3847,149,1,2025,0
3848,149,2,2025,0
3849,149,3,2025,0
3850,149,4,2025,1
3851,149,5,2025,1
3852,149,6,2025,1
3853,149,7,2025,1
3854,149,8,2025,1
3855,149,9,2025,1
3856,149,10,2025,1
3857,149,11,2025,1
3858,149,12,2025,0
3859,149,1,2026,1
3860,149,2,2026,1
3861,149,3,2026,1
3862,56,1,2024,0
3863,56,2,2024,0
3864,56,3,2024,0
3865,56,4,2024,0
3866,56,5,2024,0
3867,56,6,2024,0
3868,56,7,2024,0
3869,56,8,2024,0
3870,56,9,2024,0
3871,56,10,2024,0
3872,56,11,2024,0
3873,56,12,2024,0
3874,56,1,2025,0
3875,56,2,2025,0
3876,56,3,2025,0
3877,56,4,2025,0
3878,56,5,2025,0
3879,56,6,2025,0
3880,56,7,2025,0
3881,56,8,2025,0
3882,56,9,2025,0
3883,56,10,2025,0
3884,56,11,2025,0
3885,56,12,2025,0
3886,56,1,2026,0
3887,56,2,2026,0
3888,56,3,2026,0
3889,152,1,2024,0
3890,152,2,2024,0
3891,152,3,2024,0
3892,152,4,2024,0
3893,152,5,2024,0
3894,152,6,2024,0
3895,152,7,2024,0
3896,152,8,2024,0
3897,152,9,2024,0
3898,152,10,2024,0
3899,152,11,2024,0
3900,152,12,2024,0
3901,152,1,2025,0
3902,152,2,2025,0
3903,152,3,2025,0
3904,152,4,2025,4
3905,152,5,2025,4
3906,152,6,2025,4
3907,152,7,2025,4
3908,152,8,2025,3
3909,152,9,2025,5
3910,152,10,2025,4
3911,152,11,2025,4
3912,152,12,2025,2
3913,152,1,2026,3
3914,152,2,2026,4
3915,152,3,2026,5
3916,993,1,2024,0
3917,993,2,2024,0
3918,993,3,2024,0
3919,993,4,2024,0
3920,993,5,2024,0
3921,993,6,2024,0
3922,993,7,2024,0
3923,993,8,2024,0
3924,993,9,2024,0
3925,993,10,2024,0
3926,993,11,2024,0
3927,993,12,2024,0
3928,993,1,2025,0
3929,993,2,2025,0
3930,993,3,2025,0
3931,993,4,2025,0
3932,993,5,2025,0
3933,993,6,2025,0
3934,993,7,2025,0
3935,993,8,2025,0
3936,993,9,2025,0
3937,993,10,2025,0
3938,993,11,2025,0
3939,993,12,2025,0
3940,993,1,2026,0
3941,993,2,2026,0
3942,993,3,2026,0
3943,153,1,2024,0
3944,153,2,2024,0
3945,153,3,2024,0
3946,153,4,2024,0
3947,153,5,2024,0
3948,153,6,2024,0
3949,153,7,2024,0
3950,153,8,2024,0
3951,153,9,2024,0
3952,153,10,2024,0
3953,153,11,2024,0
3954,153,12,2024,0
3955,153,1,2025,0
3956,153,2,2025,0
3957,153,3,2025,0
3958,153,4,2025,0
3959,153,5,2025,0
3960,153,6,2025,0
3961,153,7,2025,0
3962,153,8,2025,0
3963,153,9,2025,0
3964,153,10,2025,0
3965,153,11,2025,0
3966,153,12,2025,0
3967,153,1,2026,0
3968,153,2,2026,0
3969,153,3,2026,0
3970,132,1,2024,0
3971,132,2,2024,0
3972,132,3,2024,0
3973,132,4,2024,0
3974,132,5,2024,0
3975,132,6,2024,0
3976,132,7,2024,0
3977,132,8,2024,0
3978,132,9,2024,0
3979,132,10,2024,0
3980,132,11,2024,0
3981,132,12,2024,0
3982,132,1,2025,0
3983,132,2,2025,0
3984,132,3,2025,0
3985,132,4,2025,0
3986,132,5,2025,0
3987,132,6,2025,0
3988,132,7,2025,0
3989,132,8,2025,0
3990,132,9,2025,0
3991,132,10,2025,0
3992,132,11,2025,0
3993,132,12,2025,0
3994,132,1,2026,0
3995,132,2,2026,0
3996,132,3,2026,0
3997,74,1,2024,0
3998,74,2,2024,0
3999,74,3,2024,0
4000,74,4,2024,0
4001,74,5,2024,0
4002,74,6,2024,0
4003,74,7,2024,0
4004,74,8,2024,0
4005,74,9,2024,0
4006,74,10,2024,0
4007,74,11,2024,0
4008,74,12,2024,0
4009,74,1,2025,0
4010,74,2,2025,0
4011,74,3,2025,0
4012,74,4,2025,1
4013,74,5,2025,1
4014,74,6,2025,1
4015,74,7,2025,1
4016,74,8,2025,1
4017,74,9,2025,1
4018,74,10,2025,1
4019,74,11,2025,1
4020,74,12,2025,0
4021,74,1,2026,1
4022,74,2,2026,1
4023,74,3,2026,1
4024,79,1,2024,0
4025,79,2,2024,0
4026,79,3,2024,0
4027,79,4,2024,0
4028,79,5,2024,0
4029,79,6,2024,0
4030,79,7,2024,0
4031,79,8,2024,0
4032,79,9,2024,0
4033,79,10,2024,0
4034,79,11,2024,0
4035,79,12,2024,0
4036,79,1,2025,0
4037,79,2,2025,0
4038,79,3,2025,0
4039,79,4,2025,4
4040,79,5,2025,5
4041,79,6,2025,5
4042,79,7,2025,5
4043,79,8,2025,4
4044,79,9,2025,6
4045,79,10,2025,5
4046,79,11,2025,5
4047,79,12,2025,2
4048,79,1,2026,4
4049,79,2,2026,4
4050,79,3,2026,6
4051,109,1,2024,0
4052,109,2,2024,0
4053,109,3,2024,0
4054,109,4,2024,0
4055,109,5,2024,0
4056,109,6,2024,0
4057,109,7,2024,0
4058,109,8,2024,0
4059,109,9,2024,0
4060,109,10,2024,0
4061,109,11,2024,0
4062,109,12,2024,0
4063,109,1,2025,0
4064,109,2,2025,0
4065,109,3,2025,0
4066,109,4,2025,0
4067,109,5,2025,0
4068,109,6,2025,0
4069,109,7,2025,0
4070,109,8,2025,0
4071,109,9,2025,0
4072,109,10,2025,0
4073,109,11,2025,0
4074,109,12,2025,0
4075,109,1,2026,0
4076,109,2,2026,0
4077,109,3,2026,0
4078,106,1,2024,0
4079,106,2,2024,0
4080,106,3,2024,0
4081,106,4,2024,0
4082,106,5,2024,0
4083,106,6,2024,0
4084,106,7,2024,0
4085,106,8,2024,0
4086,106,9,2024,0
4087,106,10,2024,0
4088,106,11,2024,0
4089,106,12,2024,0
4090,106,1,2025,0
4091,106,2,2025,0
4092,106,3,2025,0
4093,106,4,2025,0
4094,106,5,2025,0
4095,106,6,2025,0
4096,106,7,2025,0
4097,106,8,2025,0
4098,106,9,2025,0
4099,106,10,2025,0
4100,106,11,2025,0
4101,106,12,2025,0
4102,106,1,2026,0
4103,106,2,2026,0
4104,106,3,2026,0
4105,39,1,2024,0
4106,39,2,2024,0
4107,39,3,2024,0
4108,39,4,2024,0
4109,39,5,2024,0
4110,39,6,2024,0
4111,39,7,2024,0
4112,39,8,2024,0
4113,39,9,2024,0
4114,39,10,2024,0
4115,39,11,2024,0
4116,39,12,2024,0
4117,39,1,2025,0
4118,39,2,2025,0
4119,39,3,2025,0
4120,39,4,2025,0
4121,39,5,2025,0
4122,39,6,2025,0
4123,39,7,2025,0
4124,39,8,2025,0
4125,39,9,2025,0
4126,39,10,2025,0
4127,39,11,2025,0
4128,39,12,2025,0
4129,39,1,2026,0
4130,39,2,2026,0
4131,39,3,2026,0
4132,163,1,2024,0
4133,163,2,2024,0
4134,163,3,2024,0
4135,163,4,2024,0
4136,163,5,2024,0
4137,163,6,2024,0
4138,163,7,2024,0
4139,163,8,2024,0
4140,163,9,2024,0
4141,163,10,2024,0
4142,163,11,2024,0
4143,163,12,2024,0
4144,163,1,2025,0
4145,163,2,2025,0
4146,163,3,2025,0
4147,163,4,2025,61
4148,163,5,2025,68
4149,163,6,2025,71
4150,163,7,2025,71
4151,163,8,2025,59
4152,163,9,2025,77
4153,163,10,2025,75
4154,163,11,2025,72
4155,163,12,2025,32
4156,163,1,2026,56
4157,163,2,2026,63
4158,163,3,2026,81
4159,165,1,2024,0
4160,165,2,2024,0
4161,165,3,2024,0
4162,165,4,2024,0
4163,165,5,2024,0
4164,165,6,2024,0
4165,165,7,2024,0
4166,165,8,2024,0
4167,165,9,2024,0
4168,165,10,2024,0
4169,165,11,2024,0
4170,165,12,2024,0
4171,165,1,2025,0
4172,165,2,2025,0
4173,165,3,2025,0
4174,165,4,2025,0
4175,165,5,2025,0
4176,165,6,2025,0
4177,165,7,2025,0
4178,165,8,2025,0
4179,165,9,2025,0
4180,165,10,2025,0
4181,165,11,2025,0
4182,165,12,2025,0
4183,165,1,2026,0
4184,165,2,2026,0
4185,165,3,2026,0
4186,27,1,2024,0
4187,27,2,2024,0
4188,27,3,2024,0
4189,27,4,2024,0
4190,27,5,2024,0
4191,27,6,2024,0
4192,27,7,2024,0
4193,27,8,2024,0
4194,27,9,2024,0
4195,27,10,2024,0
4196,27,11,2024,0
4197,27,12,2024,0
4198,27,1,2025,0
4199,27,2,2025,0
4200,27,3,2025,0
4201,27,4,2025,20
4202,27,5,2025,23
4203,27,6,2025,24
4204,27,7,2025,24
4205,27,8,2025,20
4206,27,9,2025,26
4207,27,10,2025,25
4208,27,11,2025,24
4209,27,12,2025,11
4210,27,1,2026,19
4211,27,2,2026,21
4212,27,3,2026,27
4213,66,1,2024,0
4214,66,2,2024,0
4215,66,3,2024,0
4216,66,4,2024,0
4217,66,5,2024,0
4218,66,6,2024,0
4219,66,7,2024,0
4220,66,8,2024,0
4221,66,9,2024,0
4222,66,10,2024,0
4223,66,11,2024,0
4224,66,12,2024,0
4225,66,1,2025,0
4226,66,2,2025,0
4227,66,3,2025,0
4228,66,4,2025,2
4229,66,5,2025,2
4230,66,6,2025,2
4231,66,7,2025,2
4232,66,8,2025,2
4233,66,9,2025,2
4234,66,10,2025,2
4235,66,11,2025,2
4236,66,12,2025,1
4237,66,1,2026,2
4238,66,2,2026,2
4239,66,3,2026,3
4240,162,1,2024,0
4241,162,2,2024,0
4242,162,3,2024,0
4243,162,4,2024,0
4244,162,5,2024,0
4245,162,6,2024,0
4246,162,7,2024,0
4247,162,8,2024,0
4248,162,9,2024,0
4249,162,10,2024,0
4250,162,11,2024,0
4251,162,12,2024,0
4252,162,1,2025,0
4253,162,2,2025,0
4254,162,3,2025,0
4255,162,4,2025,33
4256,162,5,2025,36
4257,162,6,2025,38
4258,162,7,2025,38
4259,162,8,2025,32
4260,162,9,2025,41
4261,162,10,2025,40
4262,162,11,2025,39
4263,162,12,2025,17
4264,162,1,2026,30
4265,162,2,2026,33
4266,162,3,2026,43
4267,994,1,2024,0
4268,994,2,2024,0
4269,994,3,2024,0
4270,994,4,2024,0
4271,994,5,2024,0
4272,994,6,2024,0
4273,994,7,2024,0
4274,994,8,2024,0
4275,994,9,2024,0
4276,994,10,2024,0
4277,994,11,2024,0
4278,994,12,2024,0
4279,994,1,2025,0
4280,994,2,2025,0
4281,994,3,2025,0
4282,994,4,2025,0
4283,994,5,2025,0
4284,994,6,2025,0
4285,994,7,2025,0
4286,994,8,2025,0
4287,994,9,2025,0
4288,994,10,2025,0
4289,994,11,2025,0
4290,994,12,2025,0
4291,994,1,2026,0
4292,994,2,2026,0
4293,994,3,2026,0
4294,42,1,2024,0
4295,42,2,2024,0
4296,42,3,2024,0
4297,42,4,2024,0
4298,42,5,2024,0
4299,42,6,2024,0
4300,42,7,2024,0
4301,42,8,2024,0
4302,42,9,2024,0
4303,42,10,2024,0
4304,42,11,2024,0
4305,42,12,2024,0
4306,42,1,2025,0
4307,42,2,2025,0
4308,42,3,2025,0
4309,42,4,2025,0
4310,42,5,2025,0
4311,42,6,2025,0
4312,42,7,2025,0
4313,42,8,2025,0
4314,42,9,2025,0
4315,42,10,2025,0
4316,42,11,2025,0
4317,42,12,2025,0
4318,42,1,2026,0
4319,42,2,2026,0
4320,42,3,2026,0
4321,952,1,2024,0
4322,952,2,2024,0
4323,952,3,2024,0
4324,952,4,2024,0
4325,952,5,2024,0
4326,952,6,2024,0
4327,952,7,2024,0
4328,952,8,2024,0
4329,952,9,2024,0
4330,952,10,2024,0
4331,952,11,2024,0
4332,952,12,2024,0
4333,952,1,2025,0
4334,952,2,2025,0
4335,952,3,2025,0
4336,952,4,2025,0
4337,952,5,2025,0
4338,952,6,2025,0
4339,952,7,2025,0
4340,952,8,2025,0
4341,952,9,2025,0
4342,952,10,2025,0
4343,952,11,2025,0
4344,952,12,2025,0
4345,952,1,2026,0
4346,952,2,2026,0
4347,952,3,2026,0
4348,166,1,2024,0
4349,166,2,2024,0
4350,166,3,2024,0
4351,166,4,2024,0
4352,166,5,2024,0
4353,166,6,2024,0
4354,166,7,2024,0
4355,166,8,2024,0
4356,166,9,2024,0
4357,166,10,2024,0
4358,166,11,2024,0
4359,166,12,2024,0
4360,166,1,2025,0
4361,166,2,2025,0
4362,166,3,2025,0
4363,166,4,2025,0
4364,166,5,2025,0
4365,166,6,2025,0
4366,166,7,2025,0
4367,166,8,2025,0
4368,166,9,2025,0
4369,166,10,2025,0
4370,166,11,2025,0
4371,166,12,2025,0
4372,166,1,2026,0
4373,166,2,2026,0
4374,166,3,2026,0
4375,67,1,2024,0
4376,67,2,2024,0
4377,67,3,2024,0
4378,67,4,2024,0
4379,67,5,2024,0
4380,67,6,2024,0
4381,67,7,2024,0
4382,67,8,2024,0
4383,67,9,2024,0
4384,67,10,2024,0
4385,67,11,2024,0
4386,67,12,2024,0
4387,67,1,2025,0
4388,67,2,2025,0
4389,67,3,2025,0
4390,67,4,2025,0
4391,67,5,2025,0
4392,67,6,2025,0
4393,67,7,2025,0
4394,67,8,2025,0
4395,67,9,2025,0
4396,67,10,2025,0
4397,67,11,2025,0
4398,67,12,2025,0
4399,67,1,2026,0
4400,67,2,2026,0
4401,67,3,2026,0
4402,43,1,2024,0
4403,43,2,2024,0
4404,43,3,2024,0
4405,43,4,2024,0
4406,43,5,2024,0
4407,43,6,2024,0
4408,43,7,2024,0
4409,43,8,2024,0
4410,43,9,2024,0
4411,43,10,2024,0
4412,43,11,2024,0
4413,43,12,2024,0
4414,43,1,2025,0
4415,43,2,2025,0
4416,43,3,2025,0
4417,43,4,2025,0
4418,43,5,2025,0
4419,43,6,2025,0
4420,43,7,2025,0
4421,43,8,2025,0
4422,43,9,2025,0
4423,43,10,2025,0
4424,43,11,2025,0
4425,43,12,2025,0
4426,43,1,2026,0
4427,43,2,2026,0
4428,43,3,2026,0
4429,176,1,2024,0
4430,176,2,2024,0
4431,176,3,2024,0
4432,176,4,2024,0
4433,176,5,2024,0
4434,176,6,2024,0
4435,176,7,2024,0
4436,176,8,2024,0
4437,176,9,2024,0
4438,176,10,2024,0
4439,176,11,2024,0
4440,176,12,2024,0
4441,176,1,2025,0
4442,176,2,2025,0
4443,176,3,2025,0
4444,176,4,2025,1
4445,176,5,2025,1
4446,176,6,2025,1
4447,176,7,2025,1
4448,176,8,2025,1
4449,176,9,2025,1
4450,176,10,2025,1
4451,176,11,2025,1
4452,176,12,2025,0
4453,176,1,2026,1
4454,176,2,2026,1
4455,176,3,2026,1
4456,87,1,2024,0
4457,87,2,2024,0
4458,87,3,2024,0
4459,87,4,2024,0
4460,87,5,2024,0
4461,87,6,2024,0
4462,87,7,2024,0
4463,87,8,2024,0
4464,87,9,2024,0
4465,87,10,2024,0
4466,87,11,2024,0
4467,87,12,2024,0
4468,87,1,2025,0
4469,87,2,2025,0
4470,87,3,2025,0
4471,87,4,2025,1
4472,87,5,2025,1
4473,87,6,2025,1
4474,87,7,2025,1
4475,87,8,2025,1
4476,87,9,2025,1
4477,87,10,2025,1
4478,87,11,2025,1
4479,87,12,2025,0
4480,87,1,2026,1
4481,87,2,2026,1
4482,87,3,2026,1
4483,177,1,2024,0
4484,177,2,2024,0
4485,177,3,2024,0
4486,177,4,2024,0
4487,177,5,2024,0
4488,177,6,2024,0
4489,177,7,2024,0
4490,177,8,2024,0
4491,177,9,2024,0
4492,177,10,2024,0
4493,177,11,2024,0
4494,177,12,2024,0
4495,177,1,2025,0
4496,177,2,2025,0
4497,177,3,2025,0
4498,177,4,2025,0
4499,177,5,2025,0
4500,177,6,2025,0
4501,177,7,2025,0
4502,177,8,2025,0
4503,177,9,2025,0
4504,177,10,2025,0
4505,177,11,2025,0
4506,177,12,2025,0
4507,177,1,2026,0
4508,177,2,2026,0
4509,177,3,2026,0
4510,24,1,2024,0
4511,24,2,2024,0
4512,24,3,2024,0
4513,24,4,2024,0
4514,24,5,2024,0
4515,24,6,2024,0
4516,24,7,2024,0
4517,24,8,2024,0
4518,24,9,2024,0
4519,24,10,2024,0
4520,24,11,2024,0
4521,24,12,2024,0
4522,24,1,2025,0
4523,24,2,2025,0
4524,24,3,2025,0
4525,24,4,2025,1
4526,24,5,2025,1
4527,24,6,2025,1
4528,24,7,2025,1
4529,24,8,2025,1
4530,24,9,2025,1
4531,24,10,2025,1
4532,24,11,2025,1
4533,24,12,2025,0
4534,24,1,2026,1
4535,24,2,2026,1
4536,24,3,2026,1
4537,47,1,2024,0
4538,47,2,2024,0
4539,47,3,2024,0
4540,47,4,2024,0
4541,47,5,2024,0
4542,47,6,2024,0
4543,47,7,2024,0
4544,47,8,2024,0
4545,47,9,2024,0
4546,47,10,2024,0
4547,47,11,2024,0
4548,47,12,2024,0
4549,47,1,2025,0
4550,47,2,2025,0
4551,47,3,2025,0
4552,47,4,2025,1
4553,47,5,2025,1
4554,47,6,2025,1
4555,47,7,2025,1
4556,47,8,2025,1
4557,47,9,2025,1
4558,47,10,2025,1
4559,47,11,2025,1
4560,47,12,2025,0
4561,47,1,2026,1
4562,47,2,2026,1
4563,47,3,2026,1
4564,174,1,2024,0
4565,174,2,2024,0
4566,174,3,2024,0
4567,174,4,2024,0
4568,174,5,2024,0
4569,174,6,2024,0
4570,174,7,2024,0
4571,174,8,2024,0
4572,174,9,2024,0
4573,174,10,2024,0
4574,174,11,2024,0
4575,174,12,2024,0
4576,174,1,2025,0
4577,174,2,2025,0
4578,174,3,2025,0
4579,174,4,2025,4
4580,174,5,2025,4
4581,174,6,2025,4
4582,174,7,2025,4
4583,174,8,2025,4
4584,174,9,2025,5
4585,174,10,2025,5
4586,174,11,2025,4
4587,174,12,2025,2
4588,174,1,2026,3
4589,174,2,2026,4
4590,174,3,2026,5
4591,183,1,2024,0
4592,183,2,2024,0
4593,183,3,2024,0
4594,183,4,2024,0
4595,183,5,2024,0
4596,183,6,2024,0
4597,183,7,2024,0
4598,183,8,2024,0
4599,183,9,2024,0
4600,183,10,2024,0
4601,183,11,2024,0
4602,183,12,2024,0
4603,183,1,2025,0
4604,183,2,2025,0
4605,183,3,2025,0
4606,183,4,2025,7
4607,183,5,2025,8
4608,183,6,2025,8
4609,183,7,2025,8
4610,183,8,2025,7
4611,183,9,2025,9
4612,183,10,2025,9
4613,183,11,2025,8
4614,183,12,2025,4
4615,183,1,2026,7
4616,183,2,2026,7
4617,183,3,2026,9
4618,175,1,2024,0
4619,175,2,2024,0
4620,175,3,2024,0
4621,175,4,2024,0
4622,175,5,2024,0
4623,175,6,2024,0
4624,175,7,2024,0
4625,175,8,2024,0
4626,175,9,2024,0
4627,175,10,2024,0
4628,175,11,2024,0
4629,175,12,2024,0
4630,175,1,2025,0
4631,175,2,2025,0
4632,175,3,2025,0
4633,175,4,2025,7
4634,175,5,2025,8
4635,175,6,2025,9
4636,175,7,2025,9
4637,175,8,2025,7
4638,175,9,2025,9
4639,175,10,2025,9
4640,175,11,2025,9
4641,175,12,2025,4
4642,175,1,2026,7
4643,175,2,2026,8
4644,175,3,2026,10
4645,19,1,2024,0
4646,19,2,2024,0
4647,19,3,2024,0
4648,19,4,2024,0
4649,19,5,2024,0
4650,19,6,2024,0
4651,19,7,2024,0
4652,19,8,2024,0
4653,19,9,2024,0
4654,19,10,2024,0
4655,19,11,2024,0
4656,19,12,2024,0
4657,19,1,2025,0
4658,19,2,2025,0
4659,19,3,2025,0
4660,19,4,2025,18
4661,19,5,2025,20
4662,19,6,2025,21
4663,19,7,2025,21
4664,19,8,2025,18
4665,19,9,2025,23
4666,19,10,2025,22
4667,19,11,2025,22
4668,19,12,2025,10
4669,19,1,2026,17
4670,19,2,2026,19
4671,19,3,2026,24
4672,13,1,2024,0
4673,13,2,2024,0
4674,13,3,2024,0
4675,13,4,2024,0
4676,13,5,2024,0
4677,13,6,2024,0
4678,13,7,2024,0
4679,13,8,2024,0
4680,13,9,2024,0
4681,13,10,2024,0
4682,13,11,2024,0
4683,13,12,2024,0
4684,13,1,2025,0
4685,13,2,2025,0
4686,13,3,2025,0
4687,13,4,2025,0
4688,13,5,2025,0
4689,13,6,2025,0
4690,13,7,2025,0
4691,13,8,2025,0
4692,13,9,2025,0
4693,13,10,2025,0
4694,13,11,2025,0
4695,13,12,2025,0
4696,13,1,2026,0
4697,13,2,2026,0
4698,13,3,2026,0
4699,15,1,2024,0
4700,15,2,2024,0
4701,15,3,2024,0
4702,15,4,2024,0
4703,15,5,2024,0
4704,15,6,2024,0
4705,15,7,2024,0
4706,15,8,2024,0
4707,15,9,2024,0
4708,15,10,2024,0
4709,15,11,2024,0
4710,15,12,2024,0
4711,15,1,2025,0
