ID,ClientProfitCenterID,BudgetMonth,BudgetYear,Amount
13142,497,8,2025,4473
13143,497,9,2025,6017
13144,497,10,2025,6160
13145,497,11,2025,5850
13146,497,12,2025,3465
13147,497,1,2026,6736
13148,497,2,2026,6549
13149,497,3,2026,5903
13150,490,1,2024,2217
13151,490,2,2024,3448
13152,490,3,2024,4272
13153,490,4,2024,4704
13154,490,5,2024,4511
13155,490,6,2024,4592
13156,490,7,2024,3904
13157,490,8,2024,3111
13158,490,9,2024,4669
13159,490,10,2024,4477
13160,490,11,2024,4285
13161,490,12,2024,2136
13162,490,1,2025,2217
13163,490,2,2025,3448
13164,490,3,2025,4272
13165,490,4,2025,3256
13166,490,5,2025,3037
13167,490,6,2025,3010
13168,490,7,2025,2943
13169,490,8,2025,3141
13170,490,9,2025,4225
13171,490,10,2025,4325
13172,490,11,2025,4108
13173,490,12,2025,2433
13174,490,1,2026,4730
13175,490,2,2026,4598
13176,490,3,2026,4145
13177,495,1,2024,957
13178,495,2,2024,1488
13179,495,3,2024,1844
13180,495,4,2024,2031
13181,495,5,2024,1948
13182,495,6,2024,1983
13183,495,7,2024,1685
13184,495,8,2024,1343
13185,495,9,2024,2016
13186,495,10,2024,1933
13187,495,11,2024,1850
13188,495,12,2024,922
13189,495,1,2025,957
13190,495,2,2025,1488
13191,495,3,2025,1844
13192,495,4,2025,2294
13193,495,5,2025,2140
13194,495,6,2025,2121
13195,495,7,2025,2074
13196,495,8,2025,2213
13197,495,9,2025,2977
13198,495,10,2025,3048
13199,495,11,2025,2895
13200,495,12,2025,1715
13201,495,1,2026,3333
13202,495,2,2026,3240
13203,495,3,2026,2921
13204,502,1,2024,849
13205,502,2,2024,1320
13206,502,3,2024,1636
13207,502,4,2024,1801
13208,502,5,2024,1728
13209,502,6,2024,1759
13210,502,7,2024,1495
13211,502,8,2024,1191
13212,502,9,2024,1788
13213,502,10,2024,1714
13214,502,11,2024,1641
13215,502,12,2024,818
13216,502,1,2025,849
13217,502,2,2025,1320
13218,502,3,2025,1636
13219,502,4,2025,1262
13220,502,5,2025,1177
13221,502,6,2025,1167
13222,502,7,2025,1141
13223,502,8,2025,1218
13224,502,9,2025,1638
13225,502,10,2025,1677
13226,502,11,2025,1592
13227,502,12,2025,943
13228,502,1,2026,1834
13229,502,2,2026,1783
13230,502,3,2026,1607
13231,514,1,2024,622
13232,514,2,2024,967
13233,514,3,2024,1199
13234,514,4,2024,1320
13235,514,5,2024,1266
13236,514,6,2024,1289
13237,514,7,2024,1095
13238,514,8,2024,873
13239,514,9,2024,1310
13240,514,10,2024,1256
13241,514,11,2024,1202
13242,514,12,2024,599
13243,514,1,2025,622
13244,514,2,2025,967
13245,514,3,2025,1199
13246,514,4,2025,410
13247,514,5,2025,382
13248,514,6,2025,379
13249,514,7,2025,370
13250,514,8,2025,395
13251,514,9,2025,532
13252,514,10,2025,544
13253,514,11,2025,517
13254,514,12,2025,306
13255,514,1,2026,595
13256,514,2,2026,579
13257,514,3,2026,522
13258,518,1,2024,383
13259,518,2,2024,595
13260,518,3,2024,738
13261,518,4,2024,812
13262,518,5,2024,779
13263,518,6,2024,793
13264,518,7,2024,674
13265,518,8,2024,537
13266,518,9,2024,806
13267,518,10,2024,773
13268,518,11,2024,740
13269,518,12,2024,369
13270,518,1,2025,383
13271,518,2,2025,595
13272,518,3,2025,738
13273,518,4,2025,949
13274,518,5,2025,885
13275,518,6,2025,877
13276,518,7,2025,858
13277,518,8,2025,916
13278,518,9,2025,1232
13279,518,10,2025,1261
13280,518,11,2025,1198
13281,518,12,2025,709
13282,518,1,2026,1379
13283,518,2,2026,1341
13284,518,3,2026,1208
13285,512,1,2024,18
13286,512,2,2024,28
13287,512,3,2024,34
13288,512,4,2024,38
13289,512,5,2024,36
13290,512,6,2024,37
13291,512,7,2024,31
13292,512,8,2024,25
13293,512,9,2024,37
13294,512,10,2024,36
13295,512,11,2024,34
13296,512,12,2024,17
13297,512,1,2025,18
13298,512,2,2025,28
13299,512,3,2025,34
13300,512,4,2025,0
13301,512,5,2025,0
13302,512,6,2025,0
13303,512,7,2025,0
13304,512,8,2025,0
13305,512,9,2025,0
13306,512,10,2025,0
13307,512,11,2025,0
13308,512,12,2025,0
13309,512,1,2026,0
13310,512,2,2026,0
13311,512,3,2026,0
13312,507,1,2024,13
13313,507,2,2024,20
13314,507,3,2024,25
13315,507,4,2024,28
13316,507,5,2024,26
13317,507,6,2024,27
13318,507,7,2024,23
13319,507,8,2024,18
13320,507,9,2024,27
13321,507,10,2024,26
13322,507,11,2024,25
13323,507,12,2024,13
13324,507,1,2025,13
13325,507,2,2025,20
13326,507,3,2025,25
13327,507,4,2025,0
13328,507,5,2025,0
13329,507,6,2025,0
13330,507,7,2025,0
13331,507,8,2025,0
13332,507,9,2025,0
13333,507,10,2025,0
13334,507,11,2025,0
13335,507,12,2025,0
13336,507,1,2026,0
13337,507,2,2026,0
13338,507,3,2026,0
13339,513,1,2024,2
13340,513,2,2024,3
13341,513,3,2024,4
13342,513,4,2024,4
13343,513,5,2024,4
13344,513,6,2024,4
13345,513,7,2024,3
13346,513,8,2024,3
13347,513,9,2024,4
13348,513,10,2024,4
13349,513,11,2024,4
13350,513,12,2024,2
13351,513,1,2025,2
13352,513,2,2025,3
13353,513,3,2025,4
13354,513,4,2025,0
13355,513,5,2025,0
13356,513,6,2025,0
13357,513,7,2025,0
13358,513,8,2025,0
13359,513,9,2025,0
13360,513,10,2025,0
13361,513,11,2025,0
13362,513,12,2025,0
13363,513,1,2026,0
13364,513,2,2026,0
13365,513,3,2026,0
13366,488,1,2024,0
13367,488,2,2024,0
13368,488,3,2024,0
13369,488,4,2024,0
13370,488,5,2024,0
13371,488,6,2024,0
13372,488,7,2024,0
13373,488,8,2024,0
13374,488,9,2024,0
13375,488,10,2024,0
13376,488,11,2024,0
13377,488,12,2024,0
13378,488,1,2025,0
13379,488,2,2025,0
13380,488,3,2025,0
13381,488,4,2025,20331
13382,488,5,2025,18965
13383,488,6,2025,18795
13384,488,7,2025,18379
13385,488,8,2025,19616
13386,488,9,2025,26384
13387,488,10,2025,27012
13388,488,11,2025,25652
13389,488,12,2025,15197
13390,488,1,2026,29540
13391,488,2,2026,28717
13392,488,3,2026,25886
13393,487,1,2024,0
13394,487,2,2024,0
13395,487,3,2024,0
13396,487,4,2024,0
13397,487,5,2024,0
13398,487,6,2024,0
13399,487,7,2024,0
13400,487,8,2024,0
13401,487,9,2024,0
13402,487,10,2024,0
13403,487,11,2024,0
13404,487,12,2024,0
13405,487,1,2025,0
13406,487,2,2025,0
13407,487,3,2025,0
13408,487,4,2025,0
13409,487,5,2025,0
13410,487,6,2025,0
13411,487,7,2025,0
13412,487,8,2025,0
13413,487,9,2025,0
13414,487,10,2025,0
13415,487,11,2025,0
13416,487,12,2025,0
13417,487,1,2026,0
13418,487,2,2026,0
13419,487,3,2026,0
13420,489,1,2024,0
13421,489,2,2024,0
13422,489,3,2024,0
13423,489,4,2024,0
13424,489,5,2024,0
13425,489,6,2024,0
13426,489,7,2024,0
13427,489,8,2024,0
13428,489,9,2024,0
13429,489,10,2024,0
13430,489,11,2024,0
13431,489,12,2024,0
13432,489,1,2025,0
13433,489,2,2025,0
13434,489,3,2025,0
13435,489,4,2025,1023
13436,489,5,2025,954
13437,489,6,2025,945
13438,489,7,2025,924
13439,489,8,2025,987
13440,489,9,2025,1327
13441,489,10,2025,1359
13442,489,11,2025,1290
13443,489,12,2025,764
13444,489,1,2026,1486
13445,489,2,2026,1444
13446,489,3,2026,1302
13447,515,1,2024,0
13448,515,2,2024,0
13449,515,3,2024,0
13450,515,4,2024,0
13451,515,5,2024,0
13452,515,6,2024,0
13453,515,7,2024,0
13454,515,8,2024,0
13455,515,9,2024,0
13456,515,10,2024,0
13457,515,11,2024,0
13458,515,12,2024,0
13459,515,1,2025,0
13460,515,2,2025,0
13461,515,3,2025,0
13462,515,4,2025,0
13463,515,5,2025,0
13464,515,6,2025,0
13465,515,7,2025,0
13466,515,8,2025,0
13467,515,9,2025,0
13468,515,10,2025,0
13469,515,11,2025,0
13470,515,12,2025,0
13471,515,1,2026,0
13472,515,2,2026,0
13473,515,3,2026,0
13474,506,1,2024,0
13475,506,2,2024,0
13476,506,3,2024,0
13477,506,4,2024,0
13478,506,5,2024,0
13479,506,6,2024,0
13480,506,7,2024,0
13481,506,8,2024,0
13482,506,9,2024,0
13483,506,10,2024,0
13484,506,11,2024,0
13485,506,12,2024,0
13486,506,1,2025,0
13487,506,2,2025,0
13488,506,3,2025,0
13489,506,4,2025,1219
13490,506,5,2025,1137
13491,506,6,2025,1127
13492,506,7,2025,1102
13493,506,8,2025,1176
13494,506,9,2025,1582
13495,506,10,2025,1619
13496,506,11,2025,1538
13497,506,12,2025,911
13498,506,1,2026,1771
13499,506,2,2026,1722
13500,506,3,2026,1552
13501,519,1,2024,0
13502,519,2,2024,0
13503,519,3,2024,0
13504,519,4,2024,0
13505,519,5,2024,0
13506,519,6,2024,0
13507,519,7,2024,0
13508,519,8,2024,0
13509,519,9,2024,0
13510,519,10,2024,0
13511,519,11,2024,0
13512,519,12,2024,0
13513,519,1,2025,0
13514,519,2,2025,0
13515,519,3,2025,0
13516,519,4,2025,4
13517,519,5,2025,4
13518,519,6,2025,4
13519,519,7,2025,4
13520,519,8,2025,4
13521,519,9,2025,5
13522,519,10,2025,6
13523,519,11,2025,5
13524,519,12,2025,3
13525,519,1,2026,6
13526,519,2,2026,6
13527,519,3,2026,5
13528,491,1,2024,0
13529,491,2,2024,0
13530,491,3,2024,0
13531,491,4,2024,0
13532,491,5,2024,0
13533,491,6,2024,0
13534,491,7,2024,0
13535,491,8,2024,0
13536,491,9,2024,0
13537,491,10,2024,0
13538,491,11,2024,0
13539,491,12,2024,0
13540,491,1,2025,0
13541,491,2,2025,0
13542,491,3,2025,0
13543,491,4,2025,0
13544,491,5,2025,0
13545,491,6,2025,0
13546,491,7,2025,0
13547,491,8,2025,0
13548,491,9,2025,0
13549,491,10,2025,0
13550,491,11,2025,0
13551,491,12,2025,0
13552,491,1,2026,0
13553,491,2,2026,0
13554,491,3,2026,0
13555,505,1,2024,0
13556,505,2,2024,0
13557,505,3,2024,0
13558,505,4,2024,0
13559,505,5,2024,0
13560,505,6,2024,0
13561,505,7,2024,0
13562,505,8,2024,0
13563,505,9,2024,0
13564,505,10,2024,0
13565,505,11,2024,0
13566,505,12,2024,0
13567,505,1,2025,0
13568,505,2,2025,0
13569,505,3,2025,0
13570,505,4,2025,101
13571,505,5,2025,95
13572,505,6,2025,94
13573,505,7,2025,92
13574,505,8,2025,98
13575,505,9,2025,132
13576,505,10,2025,135
13577,505,11,2025,128
13578,505,12,2025,76
13579,505,1,2026,147
13580,505,2,2026,143
13581,505,3,2026,129
13582,1089,1,2024,0
13583,1089,2,2024,0
13584,1089,3,2024,0
13585,1089,4,2024,0
13586,1089,5,2024,0
13587,1089,6,2024,0
13588,1089,7,2024,0
13589,1089,8,2024,0
13590,1089,9,2024,0
13591,1089,10,2024,0
13592,1089,11,2024,0
13593,1089,12,2024,0
13594,1089,1,2025,0
13595,1089,2,2025,0
13596,1089,3,2025,0
13597,1089,4,2025,0
13598,1089,5,2025,0
13599,1089,6,2025,0
13600,1089,7,2025,0
13601,1089,8,2025,0
13602,1089,9,2025,0
13603,1089,10,2025,0
13604,1089,11,2025,0
13605,1089,12,2025,0
13606,1089,1,2026,0
13607,1089,2,2026,0
13608,1089,3,2026,0
13609,492,1,2024,0
13610,492,2,2024,0
13611,492,3,2024,0
13612,492,4,2024,0
13613,492,5,2024,0
13614,492,6,2024,0
13615,492,7,2024,0
13616,492,8,2024,0
13617,492,9,2024,0
13618,492,10,2024,0
13619,492,11,2024,0
13620,492,12,2024,0
13621,492,1,2025,0
13622,492,2,2025,0
13623,492,3,2025,0
13624,492,4,2025,5
13625,492,5,2025,4
13626,492,6,2025,4
13627,492,7,2025,4
13628,492,8,2025,4
13629,492,9,2025,6
13630,492,10,2025,6
13631,492,11,2025,6
13632,492,12,2025,3
13633,492,1,2026,7
13634,492,2,2026,7
13635,492,3,2026,6
13636,508,1,2024,0
13637,508,2,2024,0
13638,508,3,2024,0
13639,508,4,2024,0
13640,508,5,2024,0
13641,508,6,2024,0
13642,508,7,2024,0
13643,508,8,2024,0
13644,508,9,2024,0
13645,508,10,2024,0
13646,508,11,2024,0
13647,508,12,2024,0
13648,508,1,2025,0
13649,508,2,2025,0
13650,508,3,2025,0
13651,508,4,2025,0
13652,508,5,2025,0
13653,508,6,2025,0
13654,508,7,2025,0
13655,508,8,2025,0
13656,508,9,2025,0
13657,508,10,2025,0
13658,508,11,2025,0
13659,508,12,2025,0
13660,508,1,2026,0
13661,508,2,2026,0
13662,508,3,2026,0
13663,493,1,2024,0
13664,493,2,2024,0
13665,493,3,2024,0
13666,493,4,2024,0
13667,493,5,2024,0
13668,493,6,2024,0
13669,493,7,2024,0
13670,493,8,2024,0
13671,493,9,2024,0
13672,493,10,2024,0
13673,493,11,2024,0
13674,493,12,2024,0
13675,493,1,2025,0
13676,493,2,2025,0
13677,493,3,2025,0
13678,493,4,2025,0
13679,493,5,2025,0
13680,493,6,2025,0
13681,493,7,2025,0
13682,493,8,2025,0
13683,493,9,2025,0
13684,493,10,2025,0
13685,493,11,2025,0
13686,493,12,2025,0
13687,493,1,2026,0
13688,493,2,2026,0
13689,493,3,2026,0
13690,509,1,2024,0
13691,509,2,2024,0
13692,509,3,2024,0
13693,509,4,2024,0
13694,509,5,2024,0
13695,509,6,2024,0
13696,509,7,2024,0
13697,509,8,2024,0
13698,509,9,2024,0
13699,509,10,2024,0
13700,509,11,2024,0
13701,509,12,2024,0
13702,509,1,2025,0
13703,509,2,2025,0
13704,509,3,2025,0
13705,509,4,2025,15
13706,509,5,2025,14
13707,509,6,2025,14
13708,509,7,2025,14
13709,509,8,2025,15
13710,509,9,2025,20
13711,509,10,2025,20
13712,509,11,2025,19
13713,509,12,2025,11
13714,509,1,2026,22
13715,509,2,2026,22
13716,509,3,2026,20
13717,960,1,2024,0
13718,960,2,2024,0
13719,960,3,2024,0
13720,960,4,2024,0
13721,960,5,2024,0
13722,960,6,2024,0
13723,960,7,2024,0
13724,960,8,2024,0
13725,960,9,2024,0
13726,960,10,2024,0
13727,960,11,2024,0
13728,960,12,2024,0
13729,960,1,2025,0
13730,960,2,2025,0
13731,960,3,2025,0
13732,960,4,2025,0
13733,960,5,2025,0
13734,960,6,2025,0
13735,960,7,2025,0
13736,960,8,2025,0
13737,960,9,2025,0
13738,960,10,2025,0
13739,960,11,2025,0
13740,960,12,2025,0
13741,960,1,2026,0
13742,960,2,2026,0
13743,960,3,2026,0
13744,503,1,2024,0
13745,503,2,2024,0
13746,503,3,2024,0
13747,503,4,2024,0
13748,503,5,2024,0
13749,503,6,2024,0
13750,503,7,2024,0
13751,503,8,2024,0
13752,503,9,2024,0
13753,503,10,2024,0
13754,503,11,2024,0
13755,503,12,2024,0
13756,503,1,2025,0
13757,503,2,2025,0
13758,503,3,2025,0
13759,503,4,2025,13551
13760,503,5,2025,12641
13761,503,6,2025,12528
13762,503,7,2025,12251
13763,503,8,2025,13075
13764,503,9,2025,17586
13765,503,10,2025,18005
13766,503,11,2025,17098
13767,503,12,2025,10129
13768,503,1,2026,19690
13769,503,2,2026,19142
13770,503,3,2026,17254
13771,494,1,2024,0
13772,494,2,2024,0
13773,494,3,2024,0
13774,494,4,2024,0
13775,494,5,2024,0
13776,494,6,2024,0
13777,494,7,2024,0
13778,494,8,2024,0
13779,494,9,2024,0
13780,494,10,2024,0
13781,494,11,2024,0
13782,494,12,2024,0
13783,494,1,2025,0
13784,494,2,2025,0
13785,494,3,2025,0
13786,494,4,2025,0
13787,494,5,2025,0
13788,494,6,2025,0
13789,494,7,2025,0
13790,494,8,2025,0
13791,494,9,2025,0
13792,494,10,2025,0
13793,494,11,2025,0
13794,494,12,2025,0
13795,494,1,2026,0
13796,494,2,2026,0
13797,494,3,2026,0
13798,626,1,2024,3073
13799,626,2,2024,5122
13800,626,3,2024,7171
13801,626,4,2024,9220
13802,626,5,2024,8196
13803,626,6,2024,9220
13804,626,7,2024,7581
13805,626,8,2024,6147
13806,626,9,2024,9220
13807,626,10,2024,8196
13808,626,11,2024,7171
13809,626,12,2024,2049
13810,626,1,2025,3073
13811,626,2,2025,5122
13812,626,3,2025,7171
13813,626,4,2025,4137
13814,626,5,2025,4594
13815,626,6,2025,4686
13816,626,7,2025,4928
13817,626,8,2025,4505
13818,626,9,2025,5588
13819,626,10,2025,5286
13820,626,11,2025,4789
13821,626,12,2025,2125
13822,626,1,2026,2609
13823,626,2,2026,3768
13824,626,3,2026,5252
13825,695,1,2024,1119
13826,695,2,2024,1865
13827,695,3,2024,2612
13828,695,4,2024,3358
13829,695,5,2024,2985
13830,695,6,2024,3358
13831,695,7,2024,2761
13832,695,8,2024,2239
13833,695,9,2024,3358
13834,695,10,2024,2985
13835,695,11,2024,2612
13836,695,12,2024,746
13837,695,1,2025,1119
13838,695,2,2025,1865
13839,695,3,2025,2612
13840,695,4,2025,1274
13841,695,5,2025,1415
13842,695,6,2025,1443
13843,695,7,2025,1518
13844,695,8,2025,1387
13845,695,9,2025,1721
13846,695,10,2025,1628
13847,695,11,2025,1475
13848,695,12,2025,654
13849,695,1,2026,803
13850,695,2,2026,1160
13851,695,3,2026,1617
13852,560,1,2024,702
13853,560,2,2024,1170
13854,560,3,2024,1638
13855,560,4,2024,2106
13856,560,5,2024,1872
13857,560,6,2024,2106
13858,560,7,2024,1732
13859,560,8,2024,1404
13860,560,9,2024,2106
13861,560,10,2024,2000
13862,560,11,2024,1638
13863,560,12,2024,468
13864,560,1,2025,702
13865,560,2,2025,1170
13866,560,3,2025,1638
13867,560,4,2025,1085
13868,560,5,2025,1205
13869,560,6,2025,1229
13870,560,7,2025,1293
13871,560,8,2025,1182
13872,560,9,2025,1466
13873,560,10,2025,1387
13874,560,11,2025,1256
13875,560,12,2025,557
13876,560,1,2026,684
13877,560,2,2026,988
13878,560,3,2026,1378
13879,680,1,2024,913
13880,680,2,2024,1809
13881,680,3,2024,3784
13882,680,4,2024,5975
13883,680,5,2024,5743
13884,680,6,2024,5544
13885,680,7,2024,4309
13886,680,8,2024,3552
13887,680,9,2024,5544
13888,680,10,2024,5311
13889,680,11,2024,5079
13890,680,12,2024,1112
13891,680,1,2025,913
13892,680,2,2025,1809
13893,680,3,2025,3784
13894,680,4,2025,4007
13895,680,5,2025,4408
13896,680,6,2025,4502
13897,680,7,2025,4605
13898,680,8,2025,4307
13899,680,9,2025,5361
13900,680,10,2025,5956
13901,680,11,2025,5110
13902,680,12,2025,2161
13903,680,1,2026,2620
13904,680,2,2026,3276
13905,680,3,2026,4335
13906,641,1,2024,485
13907,641,2,2024,808
13908,641,3,2024,1132
13909,641,4,2024,1455
13910,641,5,2024,1294
13911,641,6,2024,1455
13912,641,7,2024,1197
13913,641,8,2024,970
13914,641,9,2024,1455
13915,641,10,2024,1294
13916,641,11,2024,1132
13917,641,12,2024,323
13918,641,1,2025,485
13919,641,2,2025,808
13920,641,3,2025,1132
13921,641,4,2025,1121
13922,641,5,2025,1245
13923,641,6,2025,1269
13924,641,7,2025,1335
13925,641,8,2025,1220
13926,641,9,2025,1514
13927,641,10,2025,1432
13928,641,11,2025,1297
13929,641,12,2025,576
13930,641,1,2026,707
13931,641,2,2026,1021
13932,641,3,2026,1423
13933,541,1,2024,608
13934,541,2,2024,1278
13935,541,3,2024,2936
13936,541,4,2024,4792
13937,541,5,2024,4656
13938,541,6,2024,4397
13939,541,7,2024,3387
13940,541,8,2024,2799
13941,541,9,2024,4397
13942,541,10,2024,4260
13943,541,11,2024,4123
13944,541,12,2024,867
13945,541,1,2025,608
13946,541,2,2025,1278
13947,541,3,2025,2936
13948,541,4,2025,2337
13949,541,5,2025,2569
13950,541,6,2025,2624
13951,541,7,2025,2677
13952,541,8,2025,2509
13953,541,9,2025,3125
13954,541,10,2025,3522
13955,541,11,2025,3008
13956,541,12,2025,1266
13957,541,1,2026,1534
13958,541,2,2026,1890
13959,541,3,2026,2486
13960,627,1,2024,392
13961,627,2,2024,653
13962,627,3,2024,915
13963,627,4,2024,1176
13964,627,5,2024,1045
13965,627,6,2024,1176
13966,627,7,2024,967
13967,627,8,2024,784
13968,627,9,2024,1176
13969,627,10,2024,1045
13970,627,11,2024,915
13971,627,12,2024,261
13972,627,1,2025,392
13973,627,2,2025,653
13974,627,3,2025,915
13975,627,4,2025,501
13976,627,5,2025,556
13977,627,6,2025,567
13978,627,7,2025,597
13979,627,8,2025,545
13980,627,9,2025,677
13981,627,10,2025,640
13982,627,11,2025,580
13983,627,12,2025,257
13984,627,1,2026,316
13985,627,2,2026,456
13986,627,3,2026,636
13987,581,1,2024,355
13988,581,2,2024,591
13989,581,3,2024,828
13990,581,4,2024,1065
13991,581,5,2024,946
13992,581,6,2024,1065
13993,581,7,2024,875
13994,581,8,2024,710
13995,581,9,2024,1065
13996,581,10,2024,946
13997,581,11,2024,828
13998,581,12,2024,237
13999,581,1,2025,355
14000,581,2,2025,591
14001,581,3,2025,828
14002,581,4,2025,546
14003,581,5,2025,606
14004,581,6,2025,619
14005,581,7,2025,651
14006,581,8,2025,595
14007,581,9,2025,738
14008,581,10,2025,698
14009,581,11,2025,632
14010,581,12,2025,281
14011,581,1,2026,344
14012,581,2,2026,497
14013,581,3,2026,693
14014,621,1,2024,283
14015,621,2,2024,471
14016,621,3,2024,660
14017,621,4,2024,848
14018,621,5,2024,754
14019,621,6,2024,848
14020,621,7,2024,697
14021,621,8,2024,565
14022,621,9,2024,848
14023,621,10,2024,754
14024,621,11,2024,660
14025,621,12,2024,188
14026,621,1,2025,283
14027,621,2,2025,471
14028,621,3,2025,660
14029,621,4,2025,118
14030,621,5,2025,131
14031,621,6,2025,133
14032,621,7,2025,140
14033,621,8,2025,128
14034,621,9,2025,159
14035,621,10,2025,150
14036,621,11,2025,136
14037,621,12,2025,60
14038,621,1,2026,74
14039,621,2,2026,107
14040,621,3,2026,149
14041,675,1,2024,244
14042,675,2,2024,407
14043,675,3,2024,569
14044,675,4,2024,732
14045,675,5,2024,651
14046,675,6,2024,732
14047,675,7,2024,602
14048,675,8,2024,488
14049,675,9,2024,732
14050,675,10,2024,651
14051,675,11,2024,569
14052,675,12,2024,163
14053,675,1,2025,244
14054,675,2,2025,407
14055,675,3,2025,569
14056,675,4,2025,168
14057,675,5,2025,186
14058,675,6,2025,190
14059,675,7,2025,200
14060,675,8,2025,183
14061,675,9,2025,227
14062,675,10,2025,215
14063,675,11,2025,194
14064,675,12,2025,86
14065,675,1,2026,106
14066,675,2,2026,153
14067,675,3,2026,213
14068,649,1,2024,189
14069,649,2,2024,315
14070,649,3,2024,441
14071,649,4,2024,566
14072,649,5,2024,504
14073,649,6,2024,566
14074,649,7,2024,466
14075,649,8,2024,378
14076,649,9,2024,566
14077,649,10,2024,504
14078,649,11,2024,441
14079,649,12,2024,126
14080,649,1,2025,189
14081,649,2,2025,315
14082,649,3,2025,441
14083,649,4,2025,157
14084,649,5,2025,175
14085,649,6,2025,178
14086,649,7,2025,188
14087,649,8,2025,171
14088,649,9,2025,213
14089,649,10,2025,201
14090,649,11,2025,182
14091,649,12,2025,81
14092,649,1,2026,99
14093,649,2,2026,143
14094,649,3,2026,200
14095,697,1,2024,158
14096,697,2,2024,264
14097,697,3,2024,369
14098,697,4,2024,474
14099,697,5,2024,422
14100,697,6,2024,474
14101,697,7,2024,390
14102,697,8,2024,316
14103,697,9,2024,474
14104,697,10,2024,422
14105,697,11,2024,369
14106,697,12,2024,105
14107,697,1,2025,158
14108,697,2,2025,264
14109,697,3,2025,369
14110,697,4,2025,255
14111,697,5,2025,283
14112,697,6,2025,288
14113,697,7,2025,303
14114,697,8,2025,277
14115,697,9,2025,344
14116,697,10,2025,325
14117,697,11,2025,295
14118,697,12,2025,131
14119,697,1,2026,161
14120,697,2,2026,232
14121,697,3,2026,323
14122,607,1,2024,137
14123,607,2,2024,228
14124,607,3,2024,320
14125,607,4,2024,411
14126,607,5,2024,365
14127,607,6,2024,411
14128,607,7,2024,338
14129,607,8,2024,274
14130,607,9,2024,411
14131,607,10,2024,365
14132,607,11,2024,320
14133,607,12,2024,91
14134,607,1,2025,137
14135,607,2,2025,228
14136,607,3,2025,320
14137,607,4,2025,12
14138,607,5,2025,13
14139,607,6,2025,14
14140,607,7,2025,14
14141,607,8,2025,13
14142,607,9,2025,16
14143,607,10,2025,15
14144,607,11,2025,14
14145,607,12,2025,6
14146,607,1,2026,8
14147,607,2,2026,11
14148,607,3,2026,15
14149,525,1,2024,120
14150,525,2,2024,199
14151,525,3,2024,279
14152,525,4,2024,359
14153,525,5,2024,319
14154,525,6,2024,359
14155,525,7,2024,295
14156,525,8,2024,239
14157,525,9,2024,359
14158,525,10,2024,319
14159,525,11,2024,279
14160,525,12,2024,80
14161,525,1,2025,120
14162,525,2,2025,199
14163,525,3,2025,279
14164,525,4,2025,186
14165,525,5,2025,206
14166,525,6,2025,210
14167,525,7,2025,221
14168,525,8,2025,202
14169,525,9,2025,251
14170,525,10,2025,237
14171,525,11,2025,215
14172,525,12,2025,95
14173,525,1,2026,117
14174,525,2,2026,169
14175,525,3,2026,236
14176,583,1,2024,101
14177,583,2,2024,169
14178,583,3,2024,236
14179,583,4,2024,304
14180,583,5,2024,270
14181,583,6,2024,304
14182,583,7,2024,250
14183,583,8,2024,203
14184,583,9,2024,304
14185,583,10,2024,270
14186,583,11,2024,236
14187,583,12,2024,68
14188,583,1,2025,101
14189,583,2,2025,169
14190,583,3,2025,236
14191,583,4,2025,154
14192,583,5,2025,171
14193,583,6,2025,174
14194,583,7,2025,183
14195,583,8,2025,167
14196,583,9,2025,207
14197,583,10,2025,196
14198,583,11,2025,178
14199,583,12,2025,79
14200,583,1,2026,97
14201,583,2,2026,140
14202,583,3,2026,195
14203,684,1,2024,93
14204,684,2,2024,155
14205,684,3,2024,218
14206,684,4,2024,280
14207,684,5,2024,249
14208,684,6,2024,280
14209,684,7,2024,230
14210,684,8,2024,187
14211,684,9,2024,280
14212,684,10,2024,249
14213,684,11,2024,218
14214,684,12,2024,62
14215,684,1,2025,93
14216,684,2,2025,155
14217,684,3,2025,218
14218,684,4,2025,0
14219,684,5,2025,0
14220,684,6,2025,0
14221,684,7,2025,0
14222,684,8,2025,0
14223,684,9,2025,0
14224,684,10,2025,0
14225,684,11,2025,0
14226,684,12,2025,0
14227,684,1,2026,0
14228,684,2,2026,0
14229,684,3,2026,0
14230,623,1,2024,90
14231,623,2,2024,149
14232,623,3,2024,209
14233,623,4,2024,269
14234,623,5,2024,239
14235,623,6,2024,269
14236,623,7,2024,221
14237,623,8,2024,179
14238,623,9,2024,269
14239,623,10,2024,239
14240,623,11,2024,209
14241,623,12,2024,60
14242,623,1,2025,90
14243,623,2,2025,149
14244,623,3,2025,209
14245,623,4,2025,239
14246,623,5,2025,265
14247,623,6,2025,271
14248,623,7,2025,285
14249,623,8,2025,260
14250,623,9,2025,323
14251,623,10,2025,305
14252,623,11,2025,277
14253,623,12,2025,123
14254,623,1,2026,151
14255,623,2,2026,218
14256,623,3,2026,303
14257,557,1,2024,89
14258,557,2,2024,148
14259,557,3,2024,207
14260,557,4,2024,266
14261,557,5,2024,236
14262,557,6,2024,266
14263,557,7,2024,219
14264,557,8,2024,177
14265,557,9,2024,266
14266,557,10,2024,236
14267,557,11,2024,207
14268,557,12,2024,59
14269,557,1,2025,89
14270,557,2,2025,148
14271,557,3,2025,207
14272,557,4,2025,305
14273,557,5,2025,339
14274,557,6,2025,346
14275,557,7,2025,364
14276,557,8,2025,332
14277,557,9,2025,412
14278,557,10,2025,390
